frame_nr;type;score;center_x;center_y
33765;0;0.43861856506438646;19;60
33766;0;1.0155915264901676;14;60
33767;0;0.6784893517312566;11;62
33768;0;0.47603824184508714;47;46
33769;0;0.6201731209573308;47;46
33770;0;0.5550534968194524;43;50
33771;0;1.0086537842568912;39;50
33772;0;1.1548227314767399;38;51
33773;0;1.2767662052926578;33;51
33774;0;1.0363252405938663;28;51
33775;0;0.7050024514016667;24;51
33776;0;1.337858105164484;17;55
33777;0;0.893594646912531;14;55
33778;1;0.49965007155620556;9;54
36667;0;0.40453889415831956;35;54
36668;0;0.35439350650878343;31;54
36669;0;0.17277874992461595;24;55
36670;0;1.1851824765023746;14;60
36671;0;0.12637772605986985;7;60
36692;0;0.08567591951461229;43;54
36693;0;0.6673451905068913;39;54
36694;0;0.5985467676934758;35;54
36695;0;0.6710642819222966;27;54
36696;0;0.7845065836724797;24;55
36697;0;0.8105323557672063;19;55
36698;0;0.5817603115853826;7;55
36699;1;0.31980223506175975;3;58
36729;0;0.1697179322061101;39;54
36731;0;0.22536804721923265;35;54
36733;0;0.4477499966439763;24;55
36734;0;0.751200700264887;19;55
36735;0;1.0467306618508854;14;60
36736;0;0.39431097553344163;7;60
36748;0;0.20903673217864427;39;54
36749;0;0.7292236332711736;35;54
36750;0;0.534868741494135;31;54
36751;0;0.3550080303964177;27;58
36752;0;0.22194626377196702;19;60
36753;0;1.2044314389047184;14;60
36754;0;1.0416735653695621;7;60
36755;0;0.40704979942412767;39;50
36756;0;0.46870889709563646;39;54
36757;0;0.6449027304467717;35;54
36758;0;0.5935062413034001;31;54
36759;0;0.473982716065363;28;55
36760;0;0.3201444392022649;24;55
36761;0;0.15612586782546434;19;55
36762;0;0.8426128868875066;17;55
36763;0;0.5657893662271062;9;55
36774;1;0.05317396968090038;33;54
36777;0;0.022399509411768048;24;55
36778;1;0.19012148230754833;22;55
36781;1;0.3033528432198713;12;55
36783;0;0.12033131168456468;14;55
36784;0;0.28048493908019456;7;55
36796;0;0.12398436115355882;39;54
36797;0;0.9997469429788152;39;54
36798;0;1.072743916970209;39;54
36799;0;0.73075046585174;39;54
36800;0;0.5674165730294743;39;54
36801;0;0.276911879044489;39;54
36802;0;0.39865651176543626;41;61
36803;0;0.32565143154235277;41;61
36805;0;0.35878338859649095;35;61
36806;0;0.5358563904580632;26;63
36807;0;0.8126822953042546;21;67
36808;1;0.7626380428620527;18;67
36837;0;0.20277550266356859;39;54
36838;0;0.10379906938643846;39;54
36839;0;0.5569583420571843;35;54
36840;0;0.713314557534174;31;54
36841;0;0.30122604415984544;27;58
36842;0;0.7149446253594914;19;55
36843;0;0.9300935511407414;14;60
36844;0;0.5288905148324529;7;60
36884;0;0.13436993406386766;39;50
36885;0;0.47446563289733323;35;50
36886;0;0.6653445010003606;31;54
36887;0;0.9863771443185368;27;54
36888;0;0.4619838242349187;19;55
36889;0;1.3363293652352848;14;55
36890;0;0.16594090507598314;7;55
36911;0;0.24229922340484056;31;54
36912;0;0.29562416122527513;27;54
36913;0;0.04203274295897874;24;55
36914;0;0.08850243137450609;19;60
36915;0;1.1946200375375309;14;60
36916;0;0.9700081591424504;7;60
36917;0;0.010191464882806867;47;46
36919;0;0.05319907711120042;43;50
36920;0;0.7077160124597112;39;50
36921;1;0.31667030900203685;37;54
36922;1;0.5076186761208723;33;54
36923;1;0.12925441115581493;29;54
36924;1;0.14550132601940136;26;55
36925;1;0.15898908227169017;26;55
36926;1;0.1737808093377302;22;55
36927;0;0.38345220134826097;17;55
36928;1;0.22282637208187084;18;53
36929;1;0.24894137232982616;18;53
36932;1;0.12411959021770458;12;60
36933;1;0.028105269367332264;4;60
36940;0;0.3004462961968938;39;50
36941;0;0.07350000188918504;35;50
36942;0;0.26811804817290696;28;55
36943;0;0.2781844382104436;24;55
36944;0;0.5511861090478459;17;55
36945;0;0.42765500591369066;11;62
37380;0;0.03765049026580247;5;58
37384;0;0.34198656128020677;7;60
37437;0;0.07245709941955003;47;50
37438;0;0.2323200945672551;47;50
37439;0;0.4129562620935002;43;50
37440;0;0.6925397162255803;39;50
37441;0;0.3236371521768132;35;50
37442;0;0.45940902278991136;35;50
37443;0;0.9434335474786321;31;54
37444;0;0.7242024187860051;27;54
37445;0;0.718994284134821;28;55
37446;0;0.9003746752557317;24;55
37447;0;1.0335186962899723;19;55
37448;0;0.8769464735803166;17;61
37449;0;0.5863760952767888;17;61
37450;0;0.01154454992385301;14;60
37582;0;0.0628734474000493;47;46
37585;0;0.598945045929865;39;50
37586;0;0.5942592863854924;35;50
37587;1;1.0746077999421308;33;54
37588;1;0.6170550093003462;29;54
37589;1;0.5970522865601728;26;55
37590;1;0.5192095145531843;22;55
37591;0;1.037869239312128;17;55
37592;0;0.616538548928217;14;60
37593;1;0.3806469544717024;9;58
37907;1;0.08594299405300121;3;50
37908;1;0.3656506046601484;6;55
37909;0;0.11465289638610277;14;94
37910;1;0.5614430412598799;18;60
37911;1;0.4153438910790632;22;64
37912;1;0.3680758580514143;26;67
37913;1;0.4194389089890669;31;60
37914;1;0.7369366392441938;38;64
37915;1;0.5025963887520979;47;64
37916;1;0.44338757842266063;47;72
37917;1;0.46587927191936473;55;64
37918;1;0.7554858431168745;63;72
37919;1;0.6173231109925459;66;76
37920;1;0.9104886755295942;76;76
37921;1;0.40252817719661693;86;67
37922;1;0.45586724131786327;86;76
37923;1;0.5882008776017378;96;72
37924;1;0.580980370933647;106;76
37925;1;0.13577825873577098;116;76
37927;1;0.12963069527828197;126;76
37928;1;0.6947133049317549;136;76
37929;1;0.45190675109111766;142;81
37932;1;0.011470417673225208;156;81
37933;1;0.09169186204158764;161;79
37986;1;0.375935147697563;161;50
37987;1;0.3565437897988508;156;53
37988;0;0.08965566204162034;148;36
37989;1;0.16871363967143993;147;18
37990;1;0.15069438069545726;142;15
37991;1;0.1145755156823347;151;98
37993;1;0.4817985996552656;142;81
37994;1;0.48697562068187694;135;81
37995;1;0.3763943418809126;130;80
37996;1;0.32410688250743847;121;80
37997;1;0.03308911174022655;121;80
37998;1;0.2679600819894026;113;80
37999;1;0.6093240484543989;101;81
38000;1;0.6880588039704512;94;81
38001;1;0.5508089765855024;87;81
38002;1;0.5354599460908125;80;80
38003;1;0.3936659797974775;72;72
38005;1;0.07081444113933544;46;94
38006;1;0.46374667733394603;41;94
38007;0;0.27361443088622484;38;80
38008;1;0.5234014496155928;38;74
38009;1;0.46993536799633007;31;67
38010;1;0.4127846464463423;22;72
38011;1;0.3685578808137129;22;72
38825;0;0.20379843757720384;5;58
38826;1;0.171510885650749;3;58
40252;0;0.0858791117486516;11;54
40253;1;0.4100874170609663;9;54
40254;1;0.36412567942821483;9;54
40255;1;0.3876540169068525;9;54
40256;0;0.5684411768731633;14;55
40257;0;0.4871613030252019;14;55
40258;0;0.4954428915795842;14;55
40259;0;0.2882266287622014;14;55
40260;1;0.4145225986787031;13;54
40261;1;0.7203142151185224;17;54
40262;1;0.613831351692314;17;55
40263;1;0.8426711067506025;13;54
40264;1;0.8643800720521162;13;54
40265;0;0.6124518160638371;14;55
40266;0;0.8266688828286687;14;55
40267;0;1.4344259743508854;14;55
40268;0;1.3460754399117985;14;55
40269;0;0.7507479433831731;14;55
40270;1;0.9240543350526045;9;54
40271;1;0.5921966537781904;4;55
40272;1;0.1842340931245039;4;55
40273;1;0.2709373936005781;4;60
40274;1;0.014392356569404408;3;58
41590;0;0.015420580368951886;43;50
41593;0;0.09547581718535814;31;54
41594;0;0.15917488382430467;28;55
41595;0;1.2595182900247135;19;55
41596;0;0.48013510749907884;7;55
41597;1;0.33686591237270336;3;58
41636;1;0.2566900357552717;41;46
41637;0;0.3594590668496648;35;50
41638;0;0.401869678955988;31;50
41639;0;0.2549355273065129;24;55
41640;0;0.9091117625054875;17;55
41641;0;0.41533854053588304;7;55
42008;0;0.28822162197204027;23;50
42009;0;0.23967888401122484;23;50
42011;0;0.26790132568450364;27;54
42012;0;0.13517656372161302;27;54
42013;0;0.10235872314544114;27;50
42015;1;0.04881895631038646;29;50
42016;0;0.35057976291747484;27;54
42017;0;0.5103763584909001;27;54
42018;0;0.822376156311945;27;54
42019;0;0.5645507817086736;27;54
42020;0;0.7205960993585149;27;54
42021;0;0.6620397810754338;24;55
42022;0;0.9349794630822698;24;55
42023;0;1.2700325493630924;24;55
42024;0;0.9114650730905095;23;55
42025;0;0.7587766890344182;17;55
42026;0;1.313875818711237;17;55
42027;0;1.3533617501077213;14;55
42028;0;1.0547479634103336;14;55
42029;0;0.8263260369119206;7;55
42030;1;0.6717071041413496;4;55
42031;1;0.48393453210079174;3;54
43433;0;0.35142209575744066;43;50
43434;0;0.811219478112177;35;54
43435;0;0.6585568432626286;27;54
43436;0;0.8899680619058171;19;55
43437;0;1.257667446595148;14;60
62609;0;0.3449999337014714;35;54
62610;0;0.3259299044427434;27;54
62611;0;0.8695665840920964;19;55
62612;0;0.48726048515410814;7;60
64270;0;0.06694903419585618;17;67
64271;0;0.17595698879332933;11;62
68710;0;0.5321551804360906;35;50
68711;0;1.01310172126861;31;54
68712;0;0.7800292019662419;23;54
68713;0;1.2634989266213932;14;55
68714;1;0.501603613788719;9;58
81169;0;0.6652609352883855;39;54
81170;0;1.0801571850595035;35;54
81171;0;0.6234734301385442;27;54
81172;0;0.7123464588937322;24;55
81173;0;0.8680364136514226;14;60
81174;0;0.9724582676705876;7;60
82168;0;0.088371360760645;35;50
82169;0;0.19513967083068284;33;55
82170;0;0.8572402243432561;27;54
82171;0;0.7423938755807439;19;55
82172;0;1.2293995861825504;14;55
82173;0;0.7295549158868352;7;60
84690;0;0.37900855587096605;35;54
84691;0;0.37778296516509446;31;54
84693;0;1.3234423641976871;14;60
85602;0;0.12283703134627733;39;50
85604;0;0.192355895501093;31;54
85605;0;0.5401027445611516;27;54
85606;0;0.44534411476226243;19;55
85607;0;1.094679975968317;14;60
85608;0;0.1201009397325078;7;60
86307;0;0.16863801525206956;39;54
86308;0;0.7269126419839421;35;54
86309;0;0.5013451819238225;33;55
86310;0;0.6633359436807195;28;55
86311;0;0.6978916172799626;19;55
86312;0;1.0017462019738712;14;60
86313;1;0.5389873489686201;9;62
86319;0;0.19040777729125413;39;54
86320;0;0.5190189127740422;35;54
86321;0;0.4381788019952336;31;54
86322;0;0.4274741654214421;27;54
86323;0;0.60714366481872;23;58
86324;0;0.798975015145258;17;61
86325;0;0.8058852200326482;14;60
86326;1;0.3669996961899946;3;58
91486;0;0.02345325992675218;47;46
91487;0;0.4009045605477849;43;50
91488;0;0.9320242647943059;39;50
91489;0;0.6299703364190617;35;54
91490;0;0.8423277382669011;27;54
91491;0;1.2846700196084537;19;55
91492;0;1.1951822285470524;14;60
91493;0;0.18048026607604417;7;60
91509;0;0.1238628272828618;43;50
91510;0;0.1528160219010869;43;50
91511;0;0.08367040203185472;39;50
91512;0;0.5955394749459783;35;54
91513;0;0.4913361315545598;28;55
91514;0;1.1980535034951725;24;55
91515;0;1.3474048619088688;19;55
91516;0;1.15729596660705;14;60
91517;1;0.6401001915284346;9;58
91621;0;0.10147585914702806;39;50
91622;0;0.07662072227569017;35;54
91623;0;0.6795813088235417;27;54
91624;0;0.9898592476663152;19;55
91625;0;0.9379099850472966;9;61
91626;0;0.1540844087419072;43;54
91627;0;0.644824648362116;39;54
91628;0;0.4744165186700383;31;58
91629;0;0.9246988539514104;27;58
91630;0;1.2636450772103824;19;60
91631;0;1.1183618550118961;11;62
97094;0;0.2747988943872014;47;50
97095;0;0.2954738383111516;43;50
97096;0;0.586348438721613;39;50
97097;0;0.014547849160150617;35;50
97098;0;0.39693393753142747;28;55
97099;0;0.3849760536965886;24;55
97100;0;0.8820340876397649;17;55
97101;1;1.0132245525666426;12;55
97102;1;0.7566084369965742;4;55
97128;0;0.012198234063104718;51;46
97129;0;0.1139858012017766;51;46
97130;0;0.34927859352202806;47;50
97131;0;0.8907140736398259;43;50
97132;0;0.7199173216638127;39;50
97133;0;0.7546068672952214;33;55
97134;0;0.9673763756570378;24;55
97135;0;0.9401113037881413;17;55
97136;1;0.7753058180161665;9;58
97835;0;0.10565688655944261;11;58
97836;1;0.9306116804429243;9;54
97837;1;1.2861212000199507;17;54
97838;1;0.7959415420838545;21;54
97839;1;0.5369908317872236;29;54
97840;0;0.39236750648589525;33;55
97841;1;0.628671120102043;37;54
97842;0;0.6235671286401311;39;50
97843;0;0.614972615700678;43;50
97844;0;0.2092076782998601;43;50
97848;0;0.0525706057366887;51;46
97998;0;0.3489200119790593;47;46
97999;0;0.6033143048104802;43;50
98000;0;0.9573887829598943;39;50
98001;0;0.9998678211984197;35;50
98002;0;0.4968748335656682;28;51
98003;0;0.870109105568842;24;55
98004;0;1.0539981369790592;17;55
98005;1;0.4450445875474165;9;58
98334;1;0.045064102108115955;3;58
98335;1;0.07099850028240184;3;58
98341;1;0.2095099195786665;3;54
98843;1;0.329031477863426;12;50
98844;1;0.22418732493602733;12;50
98845;1;0.41364861577236156;20;55
98846;1;0.5382786497422407;22;50
98847;1;0.6646443113633345;26;55
98848;1;0.4146428212472151;26;55
98849;1;1.1564710840531538;31;55
98850;1;0.5505249008485029;33;54
98851;1;0.947207759315605;36;55
98852;1;0.7470681175538252;37;54
98853;1;0.457699964935417;41;50
98854;1;1.1860285505601118;41;50
98855;0;0.4878934864816228;43;50
98856;1;0.7182394966431807;45;50
98857;1;0.37765587418758373;45;50
98861;0;0.10184111641021165;51;46
99007;0;0.03907462404342088;51;46
99008;0;0.15174003885360154;47;46
99009;0;0.07502224491210374;47;46
99010;0;0.6025563721475163;43;50
99011;0;0.7686550860223332;39;50
99012;0;0.7282423023995915;33;51
99013;0;0.8702820782479802;28;55
99014;0;0.9376863484200993;17;55
99015;0;0.5745178704080144;14;55
99124;1;0.7301907047578047;12;55
99125;1;0.7296496137925337;17;54
99126;1;0.7620090946503828;25;54
99127;1;1.2130159839936445;29;54
99128;1;0.9779575571366499;33;54
99129;1;0.27596886008464794;37;50
99130;1;0.497780691082115;41;50
99131;0;0.27751841590972337;43;50
99132;0;0.12634089038939866;47;50
99266;0;0.20127966449828538;43;50
99267;0;0.3520776276406804;39;50
99268;0;0.6320898775872746;35;50
99269;0;0.3411809449014226;31;54
99270;0;0.8144274000939885;24;55
99271;0;0.523371839981989;14;55
102742;0;0.019514048558191388;43;50
102744;0;0.614899898034052;35;54
102745;0;0.3191292528924504;31;54
102746;0;0.27321984813781175;24;55
102747;0;1.1810912136849918;17;61
102748;0;0.5157473330316106;11;62
102757;0;0.07370098875136766;47;50
102758;0;0.24079051063628587;43;54
102759;0;0.8861201052484075;39;54
102760;0;0.5251081232842961;33;55
102761;0;1.0993477349099674;28;55
102762;0;0.6892766003427068;23;61
102763;0;0.9284342770394841;9;61
104989;0;0.452542925339655;35;58
104990;0;0.45565416858764085;27;58
104991;0;0.28536918209166917;19;60
104992;0;1.106748724442438;14;65
111612;0;0.5472970251855412;91;66
111613;0;0.2582329754647771;83;66
111614;0;0.33321299598784837;71;66
111615;0;0.8308776860055486;64;72
111616;0;0.8551088814553777;46;72
111617;0;1.0792939905938663;28;74
111618;0;0.7284946684655705;9;72
111626;0;0.11560472295852098;91;65
111632;1;0.04263503401958446;25;74
111651;0;0.23109295414061937;103;58
111652;0;0.07771595762343797;99;62
111653;0;0.2430613283929387;95;62
111654;0;0.7700379137811223;91;62
111655;0;1.1572683100518741;87;62
111656;0;0.28629221962066087;81;65
111657;0;0.3266058211144963;76;65
111658;0;1.0435438399133243;67;65
111659;0;1.122586870652155;58;67
111660;0;0.8382305149850408;49;67
111661;0;0.8743193392571965;34;72
111662;0;0.9832725767907659;21;67
111663;0;0.13514807270141038;9;72
113030;0;0.23216762588591966;95;62
113031;0;0.726432347756342;91;66
113032;0;0.7150730137643376;87;66
113033;0;1.074108744126276;79;66
113034;0;1.0107469801721134;72;70
113035;0;1.121270084839777;62;70
113036;0;0.4993927721795598;49;74
113037;0;0.9406732563790837;35;74
113038;0;0.9862530474481145;21;74
113048;0;0.018270218831018536;95;62
113049;0;0.34824194954009446;95;62
113050;0;0.6849825625237981;91;65
113051;0;0.37368228481383714;86;65
113052;0;0.0817822460946599;79;66
113053;0;0.4444942717370549;72;65
113054;0;0.27375509784789476;64;67
113055;0;0.5518311505136052;52;67
113056;0;0.6249264721688786;42;67
113057;0;0.5183404927072087;26;72
113058;0;0.26651277587981614;17;72
113322;0;0.4077888970193425;95;66
113323;0;0.14980217264266404;91;66
113324;0;0.33939864681334886;87;66
113325;0;0.3114633803185979;87;66
113326;0;0.30095067070098314;79;66
113327;0;0.09978851125808152;75;66
113328;0;0.31830349014373216;69;72
113329;0;0.6877258066949407;62;70
113330;0;0.27631833599181566;52;67
113331;0;0.11470129535766038;46;67
113333;0;0.2452411894616643;26;72
113334;1;0.13226849883281688;9;58
113552;0;0.026218498211816876;95;66
113554;0;0.3344328646478215;91;65
113557;0;0.06326624200911912;75;66
113558;0;0.12542583988280687;69;67
113559;0;0.6713158135232488;64;67
113560;0;0.3675892596063176;52;67
113561;0;0.09466108129592332;46;67
113562;1;0.2657893404313276;41;70
113563;0;0.777001047593073;21;67
113564;1;0.502379547054405;13;74
113565;0;0.02065559671492967;99;62
113566;0;0.5061350111779729;95;62
113567;0;0.464617276650385;91;62
113568;0;0.6930949930963078;87;62
113569;0;0.6497482304391423;83;66
113570;0;0.26028933570952806;79;66
113571;0;0.6945257429894963;72;65
113572;0;0.28677275226684007;67;65
113573;0;1.121286774140314;58;67
113574;0;0.4392518048104802;46;67
113575;0;0.3810855393228093;35;67
113576;0;0.7118500714120427;26;72
113577;0;0.17283740089507493;17;72
116409;0;0.3732018713769475;99;66
116410;0;0.7592356447991887;95;66
116411;0;0.4156265501794377;91;66
116412;0;0.5864340309915105;87;66
116413;0;1.150371933442072;81;70
116414;0;0.870335484009699;75;72
116415;0;1.3994254116830387;67;70
116416;0;1.4464808945474186;58;72
116417;0;1.044517302971796;42;74
116418;0;0.6849439387139836;28;74
116419;0;0.5612610821542302;21;74
116420;1;0.552986453468437;3;70
121187;0;0.1945017819222966;99;66
121188;0;0.37520208404632005;99;66
121189;0;0.27024486110778245;96;70
121190;0;0.5464031939324895;87;70
121191;0;0.8430999760446111;81;70
121192;0;0.6793947462853948;72;70
121193;0;1.3575250153359928;64;72
121194;0;1.2529281620797672;52;72
121195;1;0.9483363136597822;41;70
121195;0;0.6352563147363225;35;74
121196;0;1.2034756188211002;21;74
121196;1;0.5627198919602583;25;70
121197;0;0.5895742420968572;99;62
121198;0;0.7627237086114446;96;65
121199;1;0.3984803065606306;89;66
121200;0;0.5452815537271062;86;70
121201;0;0.6918350701150456;76;70
121202;0;1.4120224957284488;69;72
121203;0;1.4996344094094791;58;72
121204;0;1.062811398964838;42;74
121205;0;1.2105721478280582;26;72
121206;1;0.7958561882325361;15;67
121207;1;0.3955068096467207;3;74
134274;0;0.7755724434670964;103;66
134275;0;0.47608711765380296;99;66
134276;0;0.7026897911843816;91;66
134277;0;0.951041722756342;86;70
134278;0;1.092657351952509;76;70
134279;0;1.7072907929238834;69;72
134280;0;1.8093856816110172;58;72
134281;0;1.19238057182403;42;74
134282;0;1.1387235169229069;28;74
134283;0;0.6694549565133611;17;72
154076;0;0.16181054161162767;107;66
154077;0;0.30748262451262864;107;66
154078;0;0.5268111471948186;103;66
154079;0;0.5075165276345769;99;66
154080;0;0.5864361767587224;100;70
154081;0;0.5685663466271916;95;66
154082;0;1.1312836651620426;91;70
154083;0;1.3473569397744694;86;70
154084;0;1.5598036293801822;81;70
154085;0;1.148139620285944;75;72
154086;0;1.7471095566567936;69;72
154087;0;1.1333579068002262;64;72
154088;0;0.8919195179757634;56;74
154089;0;0.6566180233773747;49;74
154090;0;0.6861335282144109;35;74
154091;0;0.4752698187646428;26;72
154092;0;0.7680697684106389;21;67
154093;0;0.6345070843514958;17;67
154094;1;0.16277868598186473;6;67
154164;0;0.3298717980203191;107;66
154165;0;0.8087944035348454;103;66
154166;0;0.23284771488280687;100;70
154167;0;0.7276749853906194;96;70
154168;0;0.9500946049508611;91;70
154169;0;1.2759610657510319;81;70
154170;0;1.3736883644876041;75;72
154171;0;1.2991599087533512;64;72
154172;0;1.1575421337899723;56;74
154173;0;1.359933996659235;42;74
154174;0;0.8168689255532781;26;72
154175;1;0.6140839561768721;12;65
170113;0;0.4685350899514714;115;66
170114;0;0.20376958892913255;115;66
170128;1;0.15561480372631054;105;70
170131;1;0.031192611152763172;105;70
170133;1;0.0732111439057539;101;70
170134;1;0.19522060006343822;101;70
170135;1;0.5490649446793745;101;70
170136;1;0.41424716561519603;101;70
170137;0;0.48633649395080003;100;70
170138;1;0.7320774301835249;97;70
170139;1;0.5293867096253584;97;70
170140;1;0.3554468855210493;97;70
170141;0;0.41924812839599046;96;70
170142;1;0.8916598066636274;93;70
170143;1;1.2747116789170454;93;70
170144;1;1.7397679790803144;93;70
170145;1;0.7023043140717695;93;70
170146;1;0.962292979652519;89;74
170147;1;1.4034385189362715;89;70
170148;1;0.9046672090836714;89;74
170149;1;0.6302319273301313;85;74
170150;1;0.8190658792802046;85;74
170151;0;0.9082448725518742;87;72
170152;1;1.3818819031068037;84;74
170153;1;1.0172931656190107;81;74
170154;1;1.4800229772874067;81;74
170155;1;1.105204413826103;79;74
170156;1;1.2574926122971724;79;74
170157;1;0.6193869814225386;79;74
170158;1;0.8501849874802778;74;74
170159;1;1.2170479997941206;74;74
170160;0;1.1045439486321964;75;72
170161;0;0.9727460388955632;75;72
170162;1;1.3922976955720137;69;74
170163;1;0.9885609850236128;69;74
170164;1;0.9896677240678022;69;70
170165;1;1.279097269470329;65;74
170166;1;0.9926599964448164;65;70
170167;1;0.8943938717194746;61;73
170168;1;0.6947210535355757;60;74
170169;1;1.1422392830201338;55;73
170170;1;1.3763097032853315;55;73
170171;1;1.4169980987855146;49;73
170172;1;1.8401004776307295;49;73
170173;1;1.508688758308525;43;78
170174;1;1.0246097549744795;43;78
170175;1;0.8552613958665083;38;73
170176;1;1.1352354988404463;38;73
170177;1;1.3177238210984419;32;73
170178;1;0.47332240193569164;31;74
170179;1;0.8627877935715864;26;73
170180;1;0.42178035824977855;18;81
170181;1;0.33916224091732006;18;81
170182;1;0.5653576359101484;15;78
170189;0;0.06389077947707567;21;115
