frame_nr;type;score;left;top;right;bottom
555;1;0.8616;98;2;117;50
556;1;0.6268;98;2;117;50
557;1;0.6819;103;7;122;55
558;1;0.6435;103;7;122;55
559;1;1.0146;108;7;127;55
560;1;0.5720;108;7;127;55
561;1;0.7099;112;7;132;55
562;1;0.5963;117;7;136;55
563;1;0.8907;117;7;136;55
564;1;0.5251;118;3;141;61
565;1;0.6977;122;12;141;60
566;1;0.9035;127;12;146;60
567;1;0.2420;127;12;146;60
568;1;0.4425;132;12;151;60
569;1;0.5973;132;12;151;60
570;1;0.2049;137;10;153;50
571;1;0.6115;136;12;156;60
572;1;0.9173;135;9;158;67
573;1;0.6816;135;9;158;67
574;1;0.4611;135;9;158;67
575;1;0.6756;141;12;160;60
576;1;0.7458;141;12;160;60
577;1;0.7196;141;17;160;65
578;1;1.0042;141;17;160;65
579;1;1.1439;141;17;160;65
580;1;1.1468;141;17;160;65
581;1;1.1875;141;17;160;65
582;1;1.1317;141;17;160;65
583;1;1.1293;141;17;160;65
584;1;1.1004;141;17;160;65
585;1;1.2491;141;17;160;65
586;1;1.2530;141;17;160;65
587;1;1.0160;141;17;160;65
588;1;1.1341;141;17;160;65
589;1;1.0700;141;17;160;65
590;1;1.0623;141;17;160;65
591;1;1.0639;141;17;160;65
592;1;1.0089;141;17;160;65
593;1;1.1014;141;17;160;65
594;1;1.0309;141;17;160;65
595;1;0.9777;141;17;160;65
596;1;1.0139;141;17;160;65
597;1;1.0491;141;17;160;65
598;1;1.0797;141;17;160;65
599;1;1.0725;141;17;160;65
600;1;1.1796;141;17;160;65
601;1;1.1084;141;17;160;65
602;1;1.1805;141;17;160;65
603;1;1.1419;141;17;160;65
604;1;1.2617;141;17;160;65
605;1;1.5727;141;17;160;65
606;1;1.0164;141;17;160;65
607;1;0.8526;141;12;160;60
608;1;0.7972;135;9;158;67
609;1;0.9232;136;17;156;65
610;1;0.4384;136;17;156;65
611;1;0.5633;132;17;151;65
612;1;0.5582;132;17;151;65
613;1;0.2893;127;17;146;65
614;1;0.3953;127;22;146;70
617;0;0.4902;112;26;141;72
618;0;0.0281;100;25;135;80
623;0;0.0851;76;17;126;96
624;0;0.4844;66;17;116;96
625;0;0.6135;55;8;115;104
626;0;0.8520;44;8;103;104
627;0;0.0909;44;20;103;116
628;1;0.0915;55;60;74;108
633;1;0.2817;26;22;45;70
736;1;0.5204;1;46;17;86
737;1;0.1352;-10;39;24;108
739;1;0.1885;5;30;38;113
740;1;0.2032;1;78;17;118
741;1;0.6301;8;8;55;128
746;1;0.2223;26;7;66;106
747;1;0.3688;20;-16;67;116
748;1;0.0388;20;-16;67;116
749;1;0.3895;32;-16;79;116
750;1;0.5926;36;7;76;106
751;1;0.4499;36;-13;76;96
752;1;0.2133;36;-13;76;96
753;1;0.1765;36;-13;76;96
754;1;0.1586;46;5;79;88
755;1;0.4691;46;5;79;88
756;1;0.8820;46;5;79;88
757;1;0.7341;46;5;79;88
760;1;0.2754;61;46;77;86
761;1;0.1509;61;42;77;82
764;1;0.0204;57;38;73;78
768;0;0.2496;45;11;80;66
769;0;0.2391;49;15;78;61
770;0;0.1676;45;4;80;59
771;0;0.0629;45;4;80;59
773;0;0.2904;43;9;72;55
774;0;0.3118;38;4;73;59
775;0;0.6641;37;9;66;55
776;0;0.5042;37;9;66;55
777;1;0.0675;40;2;59;50
779;0;0.1749;31;12;55;50
780;0;0.2825;26;3;55;49
781;1;0.0445;24;-30;52;46
782;1;0.1941;29;10;45;50
783;1;0.3527;26;2;45;50
784;0;0.0524;14;3;43;49
785;0;0.5658;16;7;40;46
786;0;0.3003;12;7;36;46
788;0;0.0380;7;7;31;46
23821;0;0.0439;-7;10;17;42
23822;0;0.2991;7;7;31;46
23823;0;0.8209;14;3;43;49
23824;0;0.8806;26;3;55;49
23825;0;0.5957;37;3;66;49
23826;0;0.5358;49;3;78;49
23827;0;0.5867;66;9;95;55
23828;0;0.7622;83;9;112;55
23829;0;0.9574;101;15;129;61
23830;0;0.9792;112;15;141;61
23831;0;1.0184;129;20;158;67
40429;0;0.7853;49;3;78;49
40430;1;0.7199;65;10;81;50
40431;0;0.3416;78;9;106;55
40432;0;0.6561;89;9;118;55
40433;0;0.2624;106;15;135;61
40434;1;0.4772;125;18;141;58
40435;1;0.6119;137;22;153;62
48341;0;0.0545;2;7;26;46
48342;0;0.4642;12;7;36;46
48343;0;0.9310;20;3;49;49
48344;0;0.8407;31;3;60;49
48345;0;0.6006;45;-10;80;53
48346;0;0.4367;60;3;89;49
48347;0;0.4904;72;9;101;55
48348;0;0.6603;83;9;112;55
48349;0;0.6552;101;15;129;61
48350;0;0.9478;114;11;149;66
48351;0;0.3635;129;20;158;67
49398;0;0.2929;2;7;26;46
49399;0;0.5386;12;7;36;46
49400;1;0.4016;24;-30;52;46
49401;0;0.5400;37;9;66;55
49402;0;1.0778;49;9;78;55
49403;0;0.5866;59;4;93;59
49404;0;0.3744;78;9;106;55
49405;0;0.5018;95;15;124;61
49406;0;0.7538;112;15;141;61
49407;0;0.9068;129;20;158;67
54407;0;0.3381;1;10;21;42
54408;1;0.1996;7;-12;26;41
54409;0;0.5753;12;7;36;46
54410;0;0.9460;21;7;45;46
54411;0;0.6553;31;7;55;46
54412;0;0.5695;37;3;66;49
54413;0;0.6870;43;3;72;49
54414;1;0.3613;52;-30;80;46
54415;1;0.4168;65;10;81;50
54416;1;0.5281;73;10;89;50
54417;0;0.4357;83;9;112;55
54418;1;0.5923;93;14;109;54
54419;0;0.5827;101;15;129;61
54420;0;0.7346;112;15;141;61
54421;0;0.6646;121;11;156;66
54422;1;0.2441;133;26;149;66
54423;1;0.1390;147;15;170;72
54425;1;0.1021;-9;-26;20;38
54426;1;0.3619;5;-6;21;38
54427;0;0.5648;8;3;37;49
54428;0;0.7220;14;3;43;49
54429;0;0.8813;26;3;55;49
54430;0;1.0187;31;3;60;49
54431;0;0.8593;43;3;72;49
54432;0;1.0340;49;3;78;49
54433;1;0.9100;59;-30;87;46
54434;0;0.8774;72;3;101;49
54435;1;0.5856;80;-30;107;46
54436;0;0.6969;87;4;121;59
54437;0;1.1842;100;4;135;59
54438;0;1.2969;107;4;142;59
54439;0;0.8224;114;11;149;66
54440;0;0.5662;129;15;158;61
54441;1;0.0377;142;-10;170;66
54442;1;0.1049;151;17;170;65
69002;0;0.6439;72;9;101;55
69003;0;1.1806;83;9;112;55
69004;0;0.7874;101;15;129;61
69005;0;0.6547;118;15;147;61
69006;0;0.6561;129;20;158;67
69007;1;0.1186;149;26;165;66
69507;0;0.2555;2;7;26;46
69508;0;0.6760;12;7;36;46
69509;0;0.8208;20;3;49;49
69510;0;0.9040;31;7;55;46
69511;1;0.4815;38;-30;66;46
69512;1;0.4743;57;10;73;50
69513;0;0.5498;66;9;95;55
69514;0;0.7089;78;9;106;55
69515;0;0.6435;95;15;124;61
69516;0;0.4711;106;15;135;61
69517;0;0.3461;118;15;147;61
69519;1;0.0357;151;17;170;65
73549;0;0.4896;2;2;26;41
73550;0;0.5820;3;-8;31;44
73551;0;0.6052;8;-8;37;44
73552;0;0.8138;12;2;36;41
73553;0;0.7583;16;2;40;41
73554;0;0.8947;20;-8;49;44
73555;0;0.9943;26;3;55;49
73556;0;1.1597;31;3;60;49
73557;0;1.4626;37;3;66;49
73558;0;1.3323;43;3;72;49
73558;1;0.4285;45;6;61;46
73559;0;1.3283;49;3;78;49
73559;1;0.5779;53;6;69;46
73560;0;1.2043;55;3;83;49
73560;1;0.3294;57;6;73;46
73560;1;0.2056;5;6;21;46
73561;0;0.9059;60;3;89;49
73561;1;0.3761;65;6;81;46
73561;1;0.2971;9;6;25;46
73562;0;0.6300;66;-10;100;53
73562;0;0.3326;8;3;37;49
73563;0;0.7455;14;3;43;49
73563;0;0.5916;73;4;107;59
73564;0;0.8290;80;4;114;59
73564;0;0.7993;20;3;49;49
73565;0;1.0213;89;9;118;55
73565;0;0.7311;26;3;55;49
73566;0;1.4274;93;4;128;59
73566;0;0.8494;31;3;60;49
73567;0;1.3698;100;4;135;59
73567;0;0.8971;37;3;66;49
73568;0;1.0494;107;11;142;66
73568;0;0.8102;43;3;72;49
73568;1;0.3750;113;-36;146;55
73569;0;1.4408;114;11;149;66
73569;0;0.8475;45;4;80;59
73570;0;1.0394;121;11;156;66
73570;0;0.4426;55;9;83;55
73570;1;0.3978;121;-36;154;55
73571;0;0.6775;52;4;87;59
73571;1;0.2718;136;17;156;65
73571;1;0.2251;55;-36;88;55
73572;0;0.8754;59;4;93;59
73573;0;0.8894;66;4;100;59
73573;1;0.2941;151;22;170;70
73574;0;0.8565;73;4;107;59
73575;0;1.1662;80;4;114;59
73576;0;0.7780;87;4;121;59
73577;0;0.9012;93;4;128;59
73578;0;0.8763;96;-11;137;63
73579;0;0.8431;107;11;142;66
73580;0;1.2219;114;11;149;66
73581;0;1.1976;121;11;156;66
73582;0;0.3714;129;15;158;61
73583;1;0.2987;141;18;157;58
73584;1;0.1086;151;17;170;65
87454;0;0.3165;2;7;26;46
87455;0;0.7181;12;7;36;46
87456;1;0.8203;17;-30;45;46
87457;0;0.6084;31;7;55;46
87458;0;0.8327;37;3;66;49
87459;0;0.7105;49;3;78;49
87460;1;0.3456;59;-30;87;46
87461;0;0.5717;78;9;106;55
87462;0;0.7263;89;9;118;55
87463;0;0.6744;101;15;129;61
87464;0;0.7502;112;15;141;61
87465;1;0.6216;129;22;145;62
87474;0;0.2724;2;7;26;46
87475;0;0.5205;12;7;36;46
87476;0;0.6596;20;3;49;49
87477;0;0.4498;37;3;66;49
87478;0;0.8196;49;9;78;55
87479;1;0.5278;59;-30;87;46
87480;0;0.5479;78;9;106;55
87481;0;0.4090;89;9;118;55
87482;0;0.8975;106;15;135;61
87483;0;0.5866;124;15;152;61
87484;0;0.2209;135;20;164;67
97445;0;0.2696;2;7;26;46
97446;1;0.3305;5;6;21;46
97447;1;0.4476;9;2;25;42
97448;0;0.8280;12;7;36;46
97449;0;0.6251;14;3;43;49
97450;0;0.9954;20;3;49;49
97451;0;1.1164;26;3;55;49
97452;0;0.9486;31;3;60;49
97453;0;1.0670;37;3;66;49
97454;0;1.1955;43;3;72;49
97455;0;0.6557;55;3;83;49
97456;0;0.7134;60;3;89;49
97457;0;0.8549;66;9;95;55
97458;0;1.0089;72;9;101;55
97459;0;0.8871;80;4;114;59
97460;0;0.9616;87;4;121;59
97461;0;1.0251;93;4;128;59
97462;0;0.8260;100;4;135;59
97463;0;1.0736;114;11;149;66
97463;1;0.7186;113;-36;146;55
97464;0;1.0443;121;11;156;66
97464;1;0.5964;121;-36;154;55
97464;0;0.5140;7;7;31;46
97465;0;0.9543;12;7;36;46
97465;1;0.5432;133;18;149;58
97465;0;0.4824;128;11;163;66
97466;0;1.0550;14;3;43;49
97466;1;0.4414;17;-30;45;46
97466;1;0.3745;141;17;160;65
97467;0;0.8083;20;3;49;49
97467;1;0.5542;25;10;41;50
97468;0;0.8128;26;3;55;49
97469;0;1.1434;37;3;66;49
97470;0;0.9909;43;3;72;49
97471;0;0.4919;55;9;83;55
97472;1;0.9323;65;10;81;50
97473;0;0.8222;72;9;101;55
97474;0;0.7657;78;9;106;55
97475;0;1.0150;87;4;121;59
97476;1;0.8869;101;14;117;54
97477;0;0.9785;107;11;142;66
97478;0;1.2221;114;11;149;66
97479;0;0.8799;124;20;152;67
97480;0;0.3247;135;20;164;67
97481;1;0.1256;151;22;170;70
97597;1;0.0671;-9;-26;20;38
97598;0;0.4229;2;7;26;46
97599;1;0.6325;9;2;25;42
97600;0;0.5995;14;3;43;49
97601;0;0.8476;20;3;49;49
97602;0;1.1004;26;3;55;49
97603;0;0.9740;37;3;66;49
97604;0;1.0650;43;3;72;49
97605;0;1.0128;55;3;83;49
97606;0;0.8989;60;3;89;49
97607;0;0.6210;66;4;100;59
97608;0;0.9151;78;9;106;55
97609;0;1.2309;87;4;121;59
97610;0;1.2269;93;4;128;59
97611;0;0.6700;100;11;135;66
97612;0;1.1842;114;11;149;66
97613;0;0.9349;121;11;156;66
97614;1;0.2886;136;17;156;65
97615;1;0.2642;147;15;170;72
99112;1;0.2178;2;-12;21;41
99113;0;0.4653;7;2;31;41
99114;0;0.8765;14;3;43;49
99115;0;0.8656;20;3;49;49
99116;0;1.3653;31;3;60;49
99117;0;1.4343;43;3;72;49
99118;0;1.0475;49;3;78;49
99119;0;0.8438;60;3;89;49
99120;0;0.8316;72;9;101;55
99121;0;1.0292;83;9;112;55
99122;0;0.9806;93;4;128;59
99123;0;0.9754;107;11;142;66
99124;0;1.1316;114;11;149;66
99125;0;0.8070;129;20;158;67
99126;1;0.2678;147;15;170;72
99170;1;0.4870;9;6;25;46
99171;0;0.4773;14;3;43;49
99172;0;0.6051;20;9;49;55
99173;0;0.5320;24;4;59;59
99174;0;0.6039;37;9;66;55
99175;0;0.9525;43;9;72;55
99176;1;0.6990;53;6;69;46
99177;0;0.5606;59;4;93;59
99178;0;0.6068;66;4;100;59
99179;1;0.4833;79;7;98;55
99179;0;0.4419;73;4;107;59
99180;0;0.5783;80;4;114;59
99180;1;0.2513;89;10;105;50
99181;1;0.4750;101;10;117;50
99181;0;0.4469;93;11;128;66
99182;0;0.7483;100;11;135;66
99182;1;0.7324;109;14;125;54
99182;1;0.3165;17;10;33;50
99183;0;0.9825;114;11;149;66
99183;1;0.7390;25;10;41;50
99183;1;0.4337;121;14;137;54
99184;0;1.0177;121;11;156;66
99184;1;0.5329;129;14;145;54
99184;0;0.3284;31;9;60;55
99185;0;0.5731;129;20;158;67
99185;1;0.5313;41;10;57;50
99185;1;0.5124;136;17;156;65
99186;1;0.3369;49;14;65;54
99187;1;0.5935;55;12;74;60
99188;1;0.4561;65;14;81;54
99188;0;0.3712;59;11;93;66
99188;1;0.2570;1;-6;17;38
99189;0;0.4203;7;7;31;46
99189;1;0.3446;73;14;89;54
99190;1;0.6415;81;14;97;54
99190;1;0.6409;13;-6;29;38
99190;0;0.6082;12;7;36;46
99191;0;0.5223;16;7;40;46
99191;1;0.4399;16;-12;36;41
99191;0;0.3401;87;11;121;66
99192;0;0.8396;26;7;50;46
99192;1;0.8277;25;-6;41;38
99192;1;0.3157;101;14;117;54
99193;1;0.8956;113;18;129;58
99193;0;0.8432;107;18;142;73
99193;0;0.7383;31;7;55;46
99194;0;1.0394;114;18;149;73
99194;0;0.8443;37;3;66;49
99195;0;1.0184;43;3;72;49
99195;1;0.7639;45;2;61;42
99195;0;0.5721;121;18;156;73
99196;0;1.0090;49;3;78;49
99196;1;0.5081;50;-7;69;46
99196;1;0.3930;141;26;157;66
99197;0;0.8007;55;3;83;49
99198;1;0.9503;65;6;81;46
99199;1;1.0620;73;6;89;46
99200;1;0.9965;81;10;97;50
99201;1;1.0675;89;10;105;50
99202;0;1.0315;93;4;128;59
99203;0;1.0663;100;4;135;59
99204;0;1.1357;107;11;142;66
99205;0;1.0392;114;11;149;66
99206;1;0.9168;133;18;149;58
99207;1;0.5750;141;18;157;58
99208;0;0.7184;31;3;60;49
99209;0;0.8281;43;3;72;49
99210;1;0.6916;59;-30;87;46
99211;0;0.5379;72;9;101;55
99212;0;0.9527;83;9;112;55
99213;0;0.8275;93;4;128;59
99214;0;0.8794;107;11;142;66
99215;0;0.8848;121;11;156;66
99216;0;0.2652;129;20;158;67
99217;1;0.0780;147;15;170;72
113031;0;1.4668;124;20;152;67
124893;0;0.2188;2;7;26;46
124894;0;0.2420;12;7;36;46
124895;0;0.7005;21;7;45;46
124896;0;1.0234;26;3;55;49
124897;0;0.9653;37;3;66;49
124898;0;1.1268;49;3;78;49
124899;0;0.5061;60;3;89;49
124900;0;0.7512;72;9;101;55
124901;0;0.4897;83;9;112;55
124902;0;0.4877;101;9;129;55
124903;0;0.5835;112;15;141;61
124904;0;0.4314;124;15;152;61
125511;0;0.3897;2;7;26;46
125512;0;0.8583;12;7;36;46
125513;0;0.7998;20;3;49;49
125514;1;0.5879;29;6;45;46
125515;1;1.0049;41;6;57;46
125516;0;0.8128;49;3;78;49
125517;0;0.4128;60;9;89;55
125518;1;0.7984;77;10;93;50
125519;1;0.5778;89;10;105;50
125520;1;0.8561;101;14;117;54
125521;0;0.8228;112;15;141;61
125522;0;0.4244;124;15;152;61
126652;0;0.6002;1;10;21;42
126653;0;0.4806;12;7;36;46
126654;0;0.7355;26;3;55;49
126655;0;0.9344;43;9;72;55
126656;0;0.4332;55;9;83;55
128002;0;0.5159;12;7;36;46
128003;0;0.9033;26;7;50;46
128004;0;1.1257;37;3;66;49
128005;0;0.6898;55;9;83;55
128006;0;0.7466;66;4;100;59
128007;0;0.5571;83;9;112;55
128008;0;0.7433;100;11;135;66
128009;0;0.6758;124;20;152;67
128039;0;0.5362;2;7;26;46
128040;0;0.6248;12;7;36;46
128041;0;0.9707;20;3;49;49
128042;0;0.6214;31;3;60;49
128043;0;0.4316;45;4;80;59
128044;0;0.5090;59;4;93;59
128045;0;0.6517;78;9;106;55
128046;0;0.1640;87;4;121;59
128047;0;0.7132;106;15;135;61
128048;0;0.7117;121;11;156;66
128049;0;0.1216;135;18;170;73
128297;1;0.8095;45;2;61;42
128298;1;0.6464;57;6;73;46
128299;1;0.7263;73;10;89;50
128300;1;0.7383;85;10;101;50
128301;0;0.7354;101;15;129;61
128302;0;0.7952;114;11;149;66
128303;0;0.8275;129;20;158;67
128304;1;0.2203;147;15;170;72
128317;0;0.9264;2;7;26;46
128318;0;1.2899;12;7;36;46
128319;0;1.0984;21;7;45;46
128320;0;1.1040;31;3;60;49
128321;0;1.0921;43;3;72;49
128322;0;0.6372;55;9;83;55
128323;0;0.9281;72;9;101;55
128324;1;1.0531;89;10;105;50
128325;0;0.9903;101;15;129;61
128326;0;1.1665;114;11;149;66
128327;0;0.7148;129;20;158;67
128328;1;0.1519;151;22;170;70
136671;0;1.2013;31;3;60;49
136672;0;1.0829;43;3;72;49
136673;0;0.9906;55;3;83;49
136674;0;0.7835;66;9;95;55
136675;1;0.7373;81;10;97;50
136676;0;0.6655;93;11;128;66
136677;0;1.1285;107;11;142;66
136678;0;0.8107;121;11;156;66
136679;0;0.0941;135;20;164;67
138473;0;0.5447;2;7;26;46
138474;0;0.7997;12;7;36;46
138475;0;0.9251;21;7;45;46
138476;0;0.8081;31;3;60;49
138477;1;1.1805;49;10;65;50
138478;0;0.7273;60;9;89;55
138479;0;0.9179;72;9;101;55
138480;0;0.6158;89;9;118;55
138481;0;0.9037;101;15;129;61
138482;0;0.9559;114;11;149;66
138483;0;0.7564;129;20;158;67
138484;0;0.6659;3;3;31;49
138484;1;0.3441;4;-30;31;46
138485;0;1.2547;14;3;43;49
138486;0;1.3688;26;3;55;49
138487;0;0.8023;37;3;66;49
138488;0;0.9295;49;3;78;49
138489;0;0.5728;60;9;89;55
138490;0;0.4382;72;9;101;55
138491;0;0.7218;83;9;112;55
138492;0;0.9826;101;15;129;61
138493;0;0.9175;112;15;141;61
138494;0;0.8655;124;15;152;61
138536;0;0.1864;2;7;26;46
138537;1;0.5111;13;10;29;50
138538;0;0.6526;20;3;49;49
138539;0;1.0024;31;3;60;49
138540;0;0.9093;43;3;72;49
138541;1;0.5184;52;-30;80;46
138542;1;0.7752;69;10;85;50
138542;0;0.4934;66;9;95;55
138542;0;0.2705;2;7;26;46
138543;1;1.1779;81;14;97;54
138543;0;0.3019;12;7;36;46
138544;1;0.7595;93;14;109;54
138544;0;0.5971;20;3;49;49
138545;0;0.9290;100;11;135;66
138545;1;0.8673;105;18;121;58
138545;0;0.8100;31;9;60;55
138546;0;1.0385;114;11;149;66
138546;1;0.9826;45;10;61;50
138547;0;0.7808;129;20;158;67
138547;1;0.6256;57;10;73;50
138548;1;0.8658;69;10;85;50
138549;1;0.5843;85;14;101;54
138550;0;0.6037;95;15;124;61
138551;0;0.6533;112;15;141;61
138552;0;0.8364;129;20;158;67
140864;0;0.1685;7;7;31;46
140865;0;0.6451;16;7;40;46
140866;0;0.6101;26;3;55;49
140867;0;0.8613;37;9;66;55
140868;0;0.9654;49;9;78;55
140869;0;0.2895;64;12;88;50
140870;0;0.6014;78;15;106;61
140871;0;0.8567;95;15;124;61
140872;0;0.4762;107;11;142;66
140873;0;0.9338;124;20;152;67
140874;0;0.2099;141;26;170;72
144701;0;0.6230;12;7;36;46
144702;0;0.5367;21;7;45;46
144703;0;0.9559;31;9;60;55
144704;0;0.9709;43;9;72;55
144705;1;1.2081;53;10;69;50
144706;0;0.4751;66;9;95;55
144707;0;0.6715;78;15;106;61
144708;0;0.8071;89;15;118;61
144709;0;0.6566;100;11;135;66
144710;0;0.9408;114;18;149;73
144711;1;0.8184;133;26;149;66
144712;1;0.3386;147;20;170;78
144728;0;0.1337;2;7;26;46
144729;0;0.3996;14;3;43;49
144730;0;0.6456;26;3;55;49
144731;0;0.9358;37;9;66;55
144732;0;0.4296;55;12;79;50
144733;0;0.7372;66;9;95;55
144734;0;0.9613;83;15;112;61
144735;0;0.7128;101;15;129;61
144736;0;0.6031;118;20;147;67
144737;0;0.9592;129;20;158;67
144738;1;0.3340;151;26;170;74
144746;0;0.0422;2;7;26;46
144747;0;0.5147;12;7;36;46
144748;0;0.8226;20;3;49;49
144749;0;0.6113;31;3;60;49
144750;0;0.6926;49;9;78;55
144751;0;0.5414;60;9;89;55
144752;0;0.5100;72;9;101;55
144753;0;0.7628;89;15;118;61
144754;0;0.9207;100;11;135;66
144755;0;0.5174;114;18;149;73
144756;0;0.5549;129;20;158;67
144757;1;0.3262;151;22;170;70
150078;0;0.1823;1;14;21;46
150079;0;0.3559;7;7;31;46
150080;0;0.4119;14;3;43;49
150081;0;0.7945;20;3;49;49
150082;0;0.8818;31;9;60;55
150083;0;0.9213;43;9;72;55
150084;0;0.6751;55;9;83;55
150085;0;0.7445;66;9;95;55
150086;0;0.6560;78;9;106;55
150087;0;0.4244;89;15;118;61
150088;0;0.7682;106;15;135;61
150089;0;0.6241;114;11;149;66
150090;0;0.9845;129;20;158;67
150091;1;0.1032;149;26;165;66
151270;0;0.0298;2;7;26;46
151271;0;0.4895;12;7;36;46
151272;0;0.6233;20;3;49;49
151273;0;0.7637;31;4;66;59
151274;1;0.5821;49;10;65;50
151275;0;0.3998;59;4;93;59
151276;1;0.3178;77;14;93;54
151277;1;0.7010;89;14;105;54
151278;0;0.6318;100;11;135;66
151279;0;0.7762;114;11;149;66
151280;0;0.2352;129;20;158;67
151311;0;0.3801;2;7;26;46
151312;0;0.4160;12;7;36;46
151313;0;0.8224;20;3;49;49
151314;0;0.9001;36;7;59;46
151315;0;0.8084;49;9;78;55
151316;0;0.6051;60;9;89;55
151317;0;0.7932;78;9;106;55
151318;0;0.7188;95;15;124;61
151319;0;0.5484;112;15;141;61
151320;0;0.6491;129;20;158;67
157775;1;0.1050;1;2;17;42
157776;1;0.2761;1;2;17;42
157777;1;0.0590;1;6;17;46
157779;1;0.1017;2;2;21;50
157783;0;0.0593;3;3;31;49
157784;1;0.1087;12;2;31;50
157785;1;0.4168;12;7;31;55
157787;1;0.0400;14;-8;37;55
157788;0;0.1283;14;3;43;49
157789;1;0.6796;21;2;40;50
157790;1;0.3490;21;7;40;55
157791;0;0.5255;20;9;49;55
157792;0;0.4434;20;3;49;49
157793;1;0.4339;31;7;50;55
157794;1;0.6144;31;7;50;55
157795;1;0.5127;31;3;55;61
157796;1;0.5226;36;7;55;55
157797;1;0.2683;37;3;60;61
157798;0;0.2699;40;22;64;60
157799;0;0.2120;40;22;64;60
157800;1;0.5811;43;3;66;61
157801;0;0.3529;49;26;69;58
157802;1;0.2388;50;7;69;55
157803;0;0.3329;57;26;77;58
157804;1;0.3810;55;3;78;61
157805;0;0.2294;52;4;87;59
157806;1;0.6008;59;7;79;55
157807;1;0.1828;60;3;83;61
157808;1;0.5269;66;3;89;61
157809;1;0.4492;66;3;89;61
157810;0;0.3911;66;9;95;55
157811;1;0.5792;72;3;95;61
157812;1;0.4674;72;3;95;61
157813;1;0.6761;78;3;101;61
157814;0;0.2817;73;11;107;66
157816;1;0.0488;81;10;97;50
157818;1;0.0980;83;3;106;61
157819;0;0.1091;86;-23;135;66
157820;0;0.2590;88;5;129;72
157821;0;0.2505;93;11;128;66
157822;1;0.0788;93;12;112;60
157823;0;0.3407;96;-23;145;66
157824;0;0.3500;96;-23;145;66
157825;0;0.2831;96;-23;145;66
157826;0;0.2995;104;5;146;72
157827;0;0.4055;104;5;146;72
157828;1;0.5446;109;10;125;50
157829;1;1.1632;117;12;136;60
157829;1;0.3696;147;15;170;72
157830;1;1.2536;122;12;141;60
157830;0;0.3643;121;34;141;66
157831;1;1.4327;122;12;141;60
157832;1;1.1048;122;17;141;65
157833;1;0.7249;129;14;145;54
157834;0;0.4829;121;11;156;66
157835;0;0.2885;121;11;156;66
157836;1;0.6488;132;17;151;65
157837;1;0.2833;132;17;151;65
157838;1;0.6482;136;17;156;65
157839;1;0.4810;135;15;158;72
157840;1;0.6293;141;17;160;65
157841;1;0.5389;141;22;160;70
157842;1;0.6410;147;15;170;72
157843;1;0.4077;147;15;170;72
157844;1;0.4516;151;22;170;70
157845;1;0.1681;151;26;170;74
158313;0;0.3751;2;7;26;46
158314;0;0.4460;12;7;36;46
158315;0;0.8332;16;7;40;46
158316;0;0.9068;26;3;55;49
158317;0;1.2494;31;3;60;49
158318;0;0.9964;37;3;66;49
158319;0;1.0204;49;9;78;55
158320;1;1.2178;61;10;77;50
158321;0;0.9851;66;4;100;59
158322;0;0.7326;78;9;106;55
158323;0;0.7266;87;4;121;59
158324;0;0.8947;101;15;129;61
158325;0;0.8471;107;11;142;66
158399;0;0.4472;7;7;31;46
158400;0;0.5473;12;7;36;46
