frame_nr;type;score;center_x;center_y
494;1;0.10839922278606395;17;22
495;1;0.39789266436779;21;22
496;1;0.44329089968883495;21;22
497;1;0.3003873929330061;25;26
498;1;0.5023293003388594;29;26
499;1;0.6262213692017744;29;26
500;1;0.7846335872956465;33;22
501;1;0.794934581215019;36;20
502;0;0.6699072365579167;38;27
503;0;0.773212099533991;41;26
504;1;0.9163164600678633;46;20
505;1;0.8328949913331221;45;22
506;1;0.4737139448472212;49;22
507;1;0.385922621185417;53;26
508;1;0.8259576067277143;55;26
509;1;0.9254772171326826;57;26
510;1;0.49400604813777904;60;20
511;1;0.5663263305970381;65;20
512;1;0.8546809658356855;65;26
513;1;1.0116143926926802;69;26
514;1;0.4867723092385481;74;26
515;1;0.9349812969514082;74;26
516;1;0.23756266682826976;79;26
517;1;0.49960310309612255;79;26
518;1;0.3747248157807539;81;30
519;1;0.7444986805268476;84;26
520;1;0.3541970953293989;85;26
521;1;0.9913227066346357;89;26
522;1;0.6170505985566328;89;26
523;1;0.5550602182694624;89;30
524;1;1.034321616584892;93;30
525;1;0.8453454479523848;93;30
526;1;0.6025386556931684;93;30
527;1;0.6116824850388716;93;30
528;1;0.6272522911378096;93;30
529;1;0.6215276226350019;93;30
530;1;0.6529439195939253;93;30
531;1;0.5746702656098555;93;30
532;1;0.7139675125428389;93;30
533;1;0.5707084640809248;93;30
534;1;0.7127465709992598;93;30
535;1;0.6161024078675459;93;30
536;1;0.6351139053651045;93;30
537;1;0.668640922004814;93;30
538;1;0.6138389810868452;93;30
539;1;0.7233160242387007;93;30
540;1;0.7082607254334639;93;30
541;1;0.6370460495301435;93;30
542;1;0.7542668089219282;93;30
543;1;0.6620038255997847;93;30
544;1;0.36910165398799877;93;30
545;1;0.19790346472942333;93;30
546;1;0.2515403732606123;93;30
547;1;0.24214763491832714;93;30
548;1;0.2573188051530073;93;30
549;1;0.5612343057938765;97;26
550;1;0.7996128305741499;98;26
551;1;1.1220205530472944;98;26
552;1;0.7954610094376753;98;26
553;1;0.9561556085892866;103;26
554;1;0.5576551660844038;103;26
555;1;0.8615505203553389;108;26
556;1;0.6268126472779463;108;26
557;1;0.6819135650941084;113;31
558;1;0.6435206636735151;113;31
