frame_nr;type;score;center_x;center_y
21016;1;0.3375672206231306;46;65
21017;1;0.3167123302766035;46;65
21018;1;0.39955217688762645;46;65
21019;1;0.5686133608170698;46;65
21020;1;0.3509413704224775;46;65
21021;1;0.25258393138133983;49;66
21022;1;0.1503607734986494;49;66
21023;1;0.25834418385707836;50;65
21024;1;0.18455977290355663;49;66
21025;1;0.19587523787700634;46;65
21026;1;0.3615828856774519;46;65
21027;1;0.10850525944911937;46;65
21028;1;0.13957978337490062;49;70
21029;1;0.25774867385112743;49;70
21030;1;0.31755537837230663;49;70
21031;1;0.2907580837556074;49;70
21032;1;0.14290774911128978;45;66
21033;1;0.18723190873348217;45;66
21034;1;0.26876039355480175;45;66
21070;0;0.1817987208184758;21;74
21071;0;0.5133451466378728;21;74
21072;0;1.16892709777923;17;72
21073;0;0.9751528744515935;17;72
21074;0;0.3626095299539128;17;72
21075;0;0.43436481998534593;9;72
21076;0;0.12978961513610277;14;75
21077;1;0.3319383963891218;12;74
21079;1;0.07541824429714183;4;74
36542;0;0.21646060989470872;107;58
36543;0;0.18035318897338304;100;60
36544;0;0.31968727157683763;95;58
36545;0;0.27438964889617357;91;60
36546;0;0.7135648970422307;86;60
36547;0;0.40676524684996995;81;60
36548;0;0.2468241696176091;75;67
36549;0;0.6664669756707707;71;62
36550;0;0.4643717055139104;67;65
36551;0;0.7866454367455998;62;65
36552;1;0.7577377065964888;57;66
36553;0;0.6019363646325627;48;65
36554;1;0.7003821834870527;45;66
36556;1;0.4046305522271345;26;73
36557;0;0.8826062922296086;21;74
36558;0;0.9631085638818303;14;75
36559;1;0.3395530685731123;3;74
46345;0;0.29372766063781175;107;58
46346;0;0.442245507698969;107;58
46347;0;0.8942830805596867;103;58
46348;0;0.8428200726327458;99;58
46349;0;0.8580415491876164;95;58
46350;0;0.37631335304351243;96;60
46351;0;0.20082893417449388;91;58
46352;0;0.8771553282556096;86;60
46353;0;0.7129085306939641;83;58
46354;0;0.8093723301705876;81;60
46355;0;0.888230705719904;76;60
46356;0;0.5702039246377507;76;60
46357;0;0.8499381785211125;72;60
46358;0;1.0182917361077823;67;60
46359;0;0.5331102852639714;63;62
46360;0;0.8419656996545354;62;60
46361;0;0.5791362767037908;58;67
46362;1;0.82830197661602;57;62
46363;0;1.1318351273355045;52;65
46364;0;0.7014895920571843;48;65
46365;0;0.5542530064401189;48;65
46366;1;0.7053163751908491;45;66
46367;1;0.03534329980098705;41;66
46369;1;0.12875391095363597;26;65
46370;0;0.7228890900430242;21;74
46371;0;1.403536463242487;17;72
46372;0;1.090708160859064;17;72
46373;0;0.37136724041076097;9;72
46374;1;0.12173194735729198;4;74
52430;0;0.10104914949508104;107;58
52432;0;0.281273508530573;96;60
52433;0;0.34956970260711107;91;60
52434;0;0.4839024786767522;87;62
52435;0;0.43425693557830247;83;62
52436;0;0.3983892445382634;76;65
52437;0;0.4351607804116765;71;62
52438;0;0.7175983433541814;67;65
52439;0;0.9928586726007024;62;65
52440;0;0.9851615671929875;57;65
52441;0;1.1776753907022037;52;65
52442;0;0.7420017962274114;48;65
52443;1;0.209483514721031;45;70
52445;1;0.6756216987916182;26;70
52446;0;1.3321563248452701;17;72
52447;0;1.2053104882058658;14;75
52448;1;0.8752029642411421;9;74
54050;0;0.1568377857026616;107;58
54051;0;0.1147148256120244;103;58
54052;0;0.12666698740096483;99;58
54054;0;0.12313928649993333;91;60
54055;0;0.1343158130464116;91;60
54056;0;0.8531521801766911;86;60
54057;0;0.5784343724069158;83;58
54058;0;0.4028821234521428;79;62
54059;0;0.2526128535089055;75;62
54060;0;0.48628845260711107;75;62
54061;0;0.3364298586663762;72;65
54062;0;0.6127609257516423;67;65
54063;0;0.8354527001199284;62;65
54064;0;1.0824945215997257;57;65
54065;0;0.6048575882730046;57;65
54066;0;1.053704166871027;52;65
54067;0;1.0251809601602115;48;65
54068;1;0.9283103451081465;45;66
54069;1;0.35864503234111766;45;70
54072;0;0.3164340500649968;23;72
54073;0;0.8174387459573308;17;72
54074;0;1.0451797489938297;17;72
54075;1;1.013916800911064;12;74
54076;1;0.13624913542949657;4;74
55298;0;0.30063500450225267;147;58
55299;0;0.35736503646941575;107;58
55300;0;0.5194231514749089;107;58
55301;0;0.6944220309075871;103;58
55302;0;0.7434425597009221;100;60
55303;0;0.8132447247323552;99;58
55304;0;0.710503244858698;95;58
55305;0;0.45528962658019456;91;60
55306;0;0.582964444619135;91;60
55307;0;0.22530438945861253;81;60
55308;0;0.25639083431334886;79;58
55309;0;0.5104474072274724;107;58
55310;0;0.22463967846007737;103;58
55311;0;0.5669883732614079;72;60
55312;0;0.40337684200377855;100;60
55312;1;0.084438930446739;69;62
55313;0;0.27229347274871263;67;60
55314;1;0.22899259179317455;65;65
55315;0;0.4751662258920232;62;65
55315;0;0.36919786975951585;91;58
55316;0;0.6316745524224797;57;65
55316;1;0.5023844346352766;60;65
55317;0;0.303883576851801;86;60
55317;1;0.2737990722008894;55;65
55318;0;0.6627770905313054;52;67
55318;1;0.5627246603318403;55;65
55319;0;0.5718809609231511;52;67
55319;1;0.4671571955033491;50;65
55319;1;0.0531700357743452;81;58
55320;1;0.6342401012726973;50;65
55320;0;0.3710096125421086;46;67
55321;1;0.04660309403621654;46;65
55322;1;0.20428354590618114;45;66
55323;1;0.4557855233498762;45;66
55325;1;0.2112416729279707;69;58
55326;0;0.33415474937529954;67;60
55327;1;0.1484704121895979;26;67
55328;1;0.4351963505097578;26;67
55328;1;0.36904675811016063;65;60
55329;0;0.26240208194823655;21;74
55329;0;0.19793906257720384;62;60
55330;0;0.5829693322000066;21;74
55330;1;0.3858807191201399;60;60
55331;0;0.938281679612116;17;72
55331;1;0.5605562433549116;15;73
55331;0;0.2841335778054753;58;67
55332;1;0.30070377438747387;15;73
55333;1;0.6715378269501875;12;74
55333;1;0.24004388898097972;55;61
55334;1;0.42344380467617015;55;61
55335;0;0.3024865631875554;52;61
55335;1;0.2733943566628645;55;61
55336;1;0.21253926604473095;50;60
55337;1;0.485676358635063;50;65
55338;1;0.5470486387559126;50;65
55339;1;0.1010056242295454;46;60
55340;1;0.1936400636979292;46;65
55346;0;0.13939806268783006;26;72
55347;0;0.24303915546508226;21;67
55348;0;0.47486963317962083;21;67
55349;0;0.3388669733819524;11;67
55350;1;0.7115599617310713;15;67
55351;1;0.6493209108658979;15;67
55352;1;0.28347201197826366;6;73
59253;1;0.04240239709102611;161;55
59271;0;0.07315238760085496;111;58
59272;0;0.7944115643319646;107;58
59273;0;0.5900241379556218;105;60
59274;0;0.5860532765206853;103;58
59275;0;0.6138448958215276;99;58
59276;0;0.6658413653192082;95;58
59277;0;1.0510434155282535;95;58
59278;0;0.8218121771630803;91;58
59279;0;0.5860499386605779;87;58
59280;0;0.7091809754190007;83;58
59281;0;1.1792882923898258;81;60
59282;0;0.7151223664102117;79;62
59283;0;1.0607909207162418;76;60
59284;0;1.0990473275002994;72;60
59285;0;0.7164296154794255;67;60
59286;0;0.6409048085031072;67;60
59287;0;1.029808903199152;62;60
59288;0;0.5716980938729802;59;62
59289;1;0.7769019111939619;57;62
59289;0;0.567524934273676;57;65
59290;0;0.9094039444741765;52;65
59290;1;0.8138620361634443;53;62
59291;0;0.7088186983880559;48;65
59292;0;0.840600991707758;48;65
59293;1;0.5479336485215376;45;66
59293;0;0.31103601501555833;41;67
59294;0;0.2984856610116521;75;62
59295;0;0.37132539795012864;71;62
59296;0;0.270719194870905;67;65
59297;0;0.7201534752664128;67;65
59297;0;0.6766752247628728;23;67
59298;0;1.045348430138544;21;74
59298;0;0.7250733618554631;62;65
59299;0;1.088542247277216;17;72
59299;0;1.0191991572198429;59;66
59300;0;0.6907831673440495;57;65
59300;0;0.25772955463500413;17;72
59301;0;0.6652462725457707;52;65
59301;1;0.16368646472179393;12;70
59302;1;0.46017927973949413;9;74
59302;0;0.18113627479644212;48;65
59303;1;0.30136186927043895;45;66
59304;1;0.8314800962754438;45;70
59305;1;0.3963986143418501;45;70
59307;1;0.21182639449321727;25;70
59308;0;0.1357455496606389;24;70
59309;0;0.7153963093575993;23;72
59310;0;1.1391178612527408;17;72
59311;0;0.8788154368218938;14;75
59312;1;0.5808457836457441;12;79
