frame_nr;type;score;left;top;right;bottom
104293;0;0.8494;69;41;93;79
104294;0;0.4066;69;46;89;78
104295;0;0.6720;61;46;81;78
104296;0;0.5555;57;46;77;78
104297;0;0.4814;53;46;73;78
104298;0;1.1205;45;46;69;84
104299;0;0.8847;40;46;64;84
104300;0;0.7210;36;46;59;84
104301;1;0.7512;37;46;53;86
104302;1;0.0199;33;46;49;86
104304;0;0.8588;4;46;38;101
104305;0;1.0284;2;50;26;89
104306;1;0.5273;2;50;21;98
105317;0;0.0332;98;41;122;79
105318;0;0.7775;93;41;117;79
105319;0;0.9013;88;41;112;79
105320;0;0.9168;88;41;112;79
105321;0;0.9071;84;41;108;79
105322;0;0.7744;79;41;103;79
105323;0;0.6429;79;41;103;79
105324;0;0.8293;73;46;93;78
105325;0;0.8481;69;41;93;79
105326;0;0.6843;64;46;88;84
105327;0;0.8447;60;44;89;90
105328;0;0.7376;57;46;77;78
105329;0;1.1086;49;44;78;90
105330;0;0.8631;43;44;72;90
105331;0;1.0679;40;46;64;84
105332;1;0.8870;40;41;59;89
105333;1;0.8798;37;46;53;86
105334;1;0.1380;33;50;49;90
105335;1;0.0312;16;41;36;89
105336;0;0.9336;4;46;38;101
105337;0;1.5715;3;49;31;95
105338;0;0.7732;-9;49;26;95
105339;1;0.4473;-8;50;16;98
113049;1;0.0204;151;31;170;79
113051;1;0.0188;151;31;170;79
113052;1;0.0241;151;31;170;79
113060;1;0.0407;142;18;170;87
113063;0;0.2983;137;42;157;74
113085;1;0.0995;133;46;149;86
113090;0;0.1591;101;42;121;74
113091;1;0.2186;101;42;117;82
113092;0;0.1759;97;42;117;74
113093;1;0.0706;97;42;113;82
113094;1;0.2652;97;38;113;78
113095;1;0.3538;97;42;113;82
113096;0;0.5615;88;41;112;79
113097;1;0.5961;93;42;109;82
113098;1;0.4094;89;42;105;82
113099;1;0.8341;89;42;105;82
113100;0;0.3215;85;42;105;74
113101;1;0.6477;85;42;101;82
113102;1;0.6436;85;42;101;82
113103;0;0.7494;79;41;103;79
113104;1;0.7341;81;42;97;82
113105;1;0.8968;81;42;97;82
113106;1;0.6116;81;42;97;82
113107;1;1.1749;77;42;93;82
113108;1;1.1825;77;42;93;82
113109;1;0.9648;73;42;89;82
113110;1;1.0168;73;42;89;82
113111;1;0.6249;69;41;88;89
113112;1;0.8158;69;42;85;82
113113;1;0.7056;69;42;85;82
113113;0;0.5482;64;46;88;84
113114;1;0.6985;64;41;84;89
113114;0;0.2537;60;44;89;90
113115;1;1.3922;65;42;81;82
113116;1;1.2612;65;42;81;82
113117;1;1.0788;61;42;77;82
113118;1;1.5680;61;46;77;86
113118;0;0.1599;55;46;79;84
113119;1;1.5371;61;46;77;86
113120;1;1.0094;57;46;73;86
113120;0;0.3720;55;46;79;84
113121;1;1.4351;55;41;74;89
113121;0;1.0273;50;46;74;84
113121;1;0.3747;89;42;105;82
113122;1;1.2041;55;41;74;89
113122;0;1.0803;50;46;74;84
113123;1;1.0843;50;41;69;89
113123;0;0.8560;50;46;74;84
113124;1;0.9989;50;41;69;89
113124;0;0.6979;45;46;69;84
113125;1;1.1476;49;46;65;86
113125;0;0.8577;45;46;69;84
113125;0;0.2966;79;46;103;84
113126;1;1.2971;49;46;65;86
113126;1;0.4460;81;42;97;82
113127;1;1.3188;45;41;64;89
113128;1;1.6396;45;41;64;89
113129;1;0.9874;45;46;64;94
113130;1;0.9720;40;41;59;89
113130;1;0.9272;77;42;93;82
113131;1;1.4363;40;46;59;94
113131;1;0.5710;77;42;93;82
113132;1;0.8062;37;44;60;101
113132;0;0.6982;31;44;60;90
113132;1;0.5210;74;41;93;89
113133;1;1.1603;36;46;55;94
113133;1;0.6569;73;42;89;82
113134;1;1.1111;36;46;55;94
113134;1;0.6603;73;42;89;82
113135;1;0.8142;69;41;88;89
113136;1;0.9497;69;41;88;89
113136;0;0.4695;64;46;88;84
113136;1;0.2109;33;50;49;90
113137;1;0.5965;69;41;88;89
113138;1;0.6659;64;41;84;89
113139;1;0.9326;64;41;84;89
113140;1;0.6799;59;41;79;89
113140;0;0.2403;60;44;89;90
113141;1;0.8728;59;41;79;89
113141;0;0.5146;55;44;83;90
113142;1;0.9423;14;44;37;101
113142;1;0.5419;57;46;73;86
113143;1;1.3795;14;44;37;101
113143;1;0.6833;57;46;73;86
113144;1;0.9905;53;46;69;86
113144;1;0.8104;14;49;37;107
113145;1;0.9305;8;44;31;101
113145;1;0.7420;50;41;69;89
113146;1;1.0297;50;46;69;94
113147;1;1.1770;49;50;65;90
113148;1;0.9688;49;50;65;90
113149;1;0.6893;45;46;61;86
113150;1;0.8228;45;50;61;90
113151;1;0.8753;40;46;59;94
113152;1;1.0945;40;46;59;94
113153;1;0.9241;36;46;55;94
113154;1;0.6699;36;46;55;94
113155;1;0.7634;31;44;55;101
113156;1;0.3980;33;50;49;90
113161;1;0.3689;14;44;37;101
113162;1;0.6478;16;46;36;94
113163;1;1.2481;14;44;37;101
113164;1;1.1387;14;44;37;101
113165;1;0.5517;14;44;37;101
113166;0;0.3221;4;46;38;101
113167;1;0.3015;4;39;31;108
113168;1;0.8954;3;44;26;101
113169;1;0.9140;3;44;26;101
113170;1;0.4679;3;44;26;101
113171;1;0.2186;2;55;21;103
113172;1;0.5457;-9;49;20;107
113173;1;0.1067;-9;49;20;107
113671;0;0.2809;93;42;113;74
113673;0;0.3068;84;41;108;79
113674;0;0.2924;79;41;103;79
113675;0;0.2902;74;41;98;79
113676;0;1.0436;73;46;93;78
113677;0;0.7924;69;41;93;79
113678;0;0.3324;64;46;88;84
113679;0;0.3270;65;46;85;78
113680;0;0.5487;55;46;79;84
113681;0;0.9658;50;46;74;84
113682;0;1.0024;50;46;74;84
113683;0;1.4058;45;46;69;84
113684;0;1.6953;40;46;64;84
113685;0;1.0667;36;46;59;84
113686;1;0.4225;37;46;53;86
113689;0;0.4103;4;46;38;101
113690;0;0.9228;4;46;38;101
113691;0;0.8416;3;49;31;95
113692;1;0.4549;2;50;21;98
117701;0;0.2649;85;42;105;74
117702;0;0.0456;79;41;103;79
117703;0;0.4654;79;41;103;79
117704;0;0.7038;74;41;98;79
117705;0;0.4930;74;41;98;79
117706;0;0.5653;69;41;93;79
117707;0;0.0252;66;38;95;84
117709;0;0.2635;59;41;84;79
117711;0;0.3616;55;46;79;84
117712;0;0.5463;50;46;74;84
117713;0;0.3144;50;46;74;84
117714;0;0.7844;45;46;69;84
117715;0;0.7262;40;46;64;84
117716;0;0.4057;36;46;59;84
117717;1;0.2100;36;41;55;89
117718;1;0.6200;37;50;53;90
117720;1;0.0222;14;38;37;95
117721;0;0.1272;4;46;38;101
117722;0;0.8306;4;46;38;101
117723;0;0.5890;3;49;31;95
117724;1;0.6340;3;44;26;101
117725;1;0.7494;1;50;17;90
117726;1;0.2936;-7;50;13;90
121364;0;0.3733;97;46;117;78
121365;0;0.0638;93;46;113;78
121367;0;0.6586;85;46;105;78
121370;0;0.2597;69;46;93;84
121371;0;0.3274;64;46;88;84
121372;0;0.5122;59;46;84;84
121373;0;0.7895;55;46;79;84
121374;0;0.9977;50;46;74;84
121375;0;0.9577;45;46;69;84
121376;0;0.6555;40;46;64;84
121377;1;0.5014;41;46;57;86
121378;1;0.2731;37;50;53;90
121380;0;0.7810;12;50;36;89
121381;0;1.5156;3;49;31;95
121382;1;0.5927;2;50;21;98
121530;0;0.2499;97;42;117;74
121531;0;0.3115;93;42;113;74
121532;0;0.2646;88;41;112;79
121533;0;0.2253;84;41;108;79
121534;0;0.4926;79;41;103;79
121535;0;0.1608;74;41;98;79
121536;0;0.5391;74;41;98;79
121537;0;0.7070;73;46;93;78
121538;0;0.4858;69;46;89;78
121539;0;0.3770;65;46;85;78
121540;0;0.4320;61;46;81;78
121541;0;1.0140;55;46;79;84
121542;0;1.0122;50;46;74;84
121543;0;0.3213;81;42;101;74
121544;0;1.0764;45;46;69;84
121545;0;1.0088;73;46;93;78
121545;0;0.9869;40;46;64;84
121546;0;0.5736;36;46;59;84
121547;0;0.8799;65;46;85;78
121548;0;0.6110;61;46;81;78
121549;0;0.6795;55;46;79;84
121550;0;0.9937;50;46;74;84
121551;0;1.1923;45;46;69;84
121551;0;1.0491;3;49;31;95
121552;0;1.2322;3;49;31;95
121552;0;0.8483;45;46;69;84
121553;0;0.6018;36;46;59;84
121553;1;0.5626;45;46;61;86
121553;0;0.4597;1;58;21;90
121554;0;0.5801;36;46;59;84
121555;1;0.4135;33;46;49;86
121557;0;0.5891;12;46;36;84
121558;0;0.8343;4;46;38;101
121559;0;1.7450;3;49;31;95
121560;0;0.6567;-9;49;26;95
121561;1;0.5013;-7;50;13;90
122600;0;0.0105;97;42;117;74
122601;0;0.4084;93;41;117;79
122602;0;0.3269;88;41;112;79
122603;0;0.5372;89;42;109;74
122604;0;0.8035;84;41;108;79
122605;0;0.6417;79;41;103;79
122606;0;0.5096;79;41;103;79
122607;0;0.4814;74;41;98;79
122608;0;0.4376;69;41;93;79
122609;0;0.5866;69;41;93;79
122610;0;0.8984;65;46;85;78
122611;0;0.8452;59;46;84;84
122612;0;0.7225;57;46;77;78
122613;0;0.1931;53;46;73;78
122614;0;0.9181;50;46;74;84
122615;0;1.3305;45;46;69;84
122616;0;0.8827;40;46;64;84
122617;0;0.9844;36;46;59;84
122618;0;1.0571;36;46;59;84
122619;0;0.5620;31;46;55;84
122622;0;1.1438;8;49;37;95
122623;0;1.4190;4;46;38;101
122624;0;1.6189;3;49;31;95
122625;0;0.9042;-8;55;21;94
122626;1;0.1815;-7;54;13;94
124397;0;0.0201;97;46;117;78
124398;0;0.5689;88;41;112;79
124399;0;0.6409;84;41;108;79
124400;0;0.5696;79;41;103;79
124401;0;0.4005;74;41;98;79
124402;0;0.8709;69;41;93;79
124403;0;0.6027;64;46;88;84
124404;0;0.6658;59;46;84;84
124405;0;0.8486;57;46;77;78
124406;0;1.2854;50;46;74;84
124407;0;1.1528;45;46;69;84
124408;0;1.0860;40;46;64;84
124409;1;0.9551;37;46;53;86
124410;1;0.5134;37;50;53;90
124412;0;1.1901;4;46;38;101
124413;0;1.2686;3;49;31;95
124414;1;0.7533;1;50;17;90
125011;0;0.4523;97;42;117;74
125012;0;0.5064;97;42;117;74
125013;0;0.6100;93;42;113;74
125014;0;0.5735;89;42;109;74
125015;0;0.7012;84;41;108;79
125016;0;0.6713;79;41;103;79
125017;0;0.8971;79;41;103;79
125018;0;1.1145;74;41;98;79
125019;0;1.0005;74;41;98;79
125020;0;1.1830;69;41;93;79
125021;0;0.5153;64;41;88;79
125022;0;0.7556;60;44;89;90
125023;0;0.4668;61;46;81;78
125024;0;0.9752;55;46;79;84
125025;0;0.9981;50;46;74;84
125026;0;1.0605;43;44;72;90
125027;0;1.0190;43;44;72;90
125028;0;1.3317;40;46;64;84
125029;0;0.8192;36;46;59;84
125030;1;0.3623;37;46;53;86
125033;0;0.4758;5;38;46;105
125034;0;1.1723;4;46;38;101
125035;0;1.0633;3;49;31;95
125036;1;0.6582;7;50;26;98
125037;1;0.7768;1;50;17;90
125714;0;0.6265;93;41;117;79
125715;0;0.2547;88;41;112;79
125716;0;0.0670;89;42;109;74
125717;0;0.3723;84;41;108;79
125718;0;0.3899;79;41;103;79
125719;0;0.5084;77;46;97;78
125720;0;0.5777;73;46;93;78
125721;0;0.6818;69;41;93;79
125722;0;0.3464;64;41;88;79
125723;0;0.7614;60;44;89;90
125724;0;1.0342;61;46;81;78
125725;0;0.5933;57;46;77;78
125726;0;0.7101;50;46;74;84
125727;0;1.2204;50;46;74;84
125727;1;0.6061;53;46;69;86
125728;0;0.9689;45;46;69;84
125728;1;0.6804;49;46;65;86
125729;0;1.1136;40;46;64;84
125729;1;0.4529;45;41;64;89
125730;0;1.0041;36;46;59;84
125731;0;0.7389;85;42;105;74
125731;0;0.6098;31;44;60;90
125732;0;0.5914;79;41;103;79
125733;0;0.3479;77;42;97;74
125734;0;0.8728;74;41;98;79
125734;1;0.2187;16;46;36;94
125735;0;1.0167;4;46;38;101
125735;0;0.7130;69;41;93;79
125736;0;1.4194;3;49;31;95
125736;0;1.2176;69;41;93;79
125737;0;1.0940;3;49;31;95
125738;1;1.1135;2;50;21;98
125739;0;0.7511;59;41;84;79
125740;0;0.4382;55;41;79;79
125741;0;0.4066;55;41;79;79
125742;0;0.8884;50;46;74;84
125743;0;0.8019;45;46;69;84
125744;0;1.0125;45;46;69;84
125745;0;1.1374;40;46;64;84
125746;0;1.1591;36;46;59;84
125747;0;0.9281;36;46;59;84
125748;0;0.4491;26;44;55;90
125751;0;0.3979;4;46;38;101
125752;0;1.1644;4;46;38;101
125753;0;1.2686;3;49;31;95
125754;0;0.8064;-9;49;26;95
125755;1;0.0846;-8;50;16;98
125825;0;0.0860;97;46;117;78
125826;0;0.5874;93;46;113;78
125827;0;0.5201;89;46;109;78
125828;0;0.7135;85;46;105;78
125829;0;0.8621;81;46;101;78
125830;0;0.6578;77;46;97;78
125831;0;0.8000;73;46;93;78
125832;0;0.9303;69;46;89;78
125833;0;0.4198;65;46;85;78
125834;0;0.4429;61;46;81;78
125835;0;0.6577;55;46;79;84
125836;0;1.0628;50;46;74;84
125837;0;1.1266;45;46;69;84
125838;0;1.0600;40;46;64;84
125839;0;0.4150;36;46;59;84
125840;1;0.3580;37;50;53;90
125843;0;0.8182;8;49;37;95
125844;0;1.0462;3;49;31;95
125845;0;0.4247;2;55;26;94
125973;0;0.0431;84;41;108;79
125974;0;0.4443;79;41;103;79
125975;0;0.4448;79;41;103;79
125976;0;0.2819;77;42;97;74
125977;0;0.3128;73;42;93;74
125978;0;0.3402;73;42;93;74
125979;0;0.3044;69;46;89;78
125980;0;0.2562;69;46;89;78
125981;0;0.5185;65;46;85;78
125982;0;0.4424;61;46;81;78
125983;0;0.7778;61;46;81;78
125984;0;0.6999;57;46;77;78
125985;0;0.7044;55;46;79;84
125986;0;0.8824;50;46;74;84
125987;0;0.5712;81;46;101;78
125987;0;0.3613;45;46;69;84
125988;0;0.9699;45;46;69;84
125989;0;0.8549;73;46;93;78
125989;0;0.7975;40;46;64;84
125990;1;0.8193;41;46;57;86
125990;0;0.6490;36;46;59;84
125991;0;0.7209;69;46;89;78
125991;1;0.6280;37;46;53;86
125992;0;0.9448;65;46;85;78
125993;0;0.5763;59;46;84;84
125994;0;0.4668;55;46;79;84
125995;0;1.1031;55;46;79;84
125995;1;0.8880;17;50;33;90
125996;0;1.3229;50;46;74;84
125996;1;0.6437;12;46;31;94
125997;0;0.9612;45;46;69;84
125997;0;0.7984;3;49;31;95
125998;0;1.1131;45;46;69;84
125998;1;0.5284;2;50;21;98
125999;0;0.9160;40;46;64;84
126000;1;0.4048;45;46;61;86
126001;1;0.6008;41;46;57;86
126002;1;0.6840;37;46;53;86
126003;1;0.4979;37;50;53;90
126006;1;0.5729;16;46;36;94
126007;0;0.5291;8;49;37;95
126008;0;0.6100;4;46;38;101
126009;0;1.1666;3;49;31;95
126010;0;0.7015;3;49;31;95
126011;1;0.3525;2;50;21;98
126012;1;0.2216;-9;49;20;107
141402;0;0.6155;97;42;117;74
141403;0;0.8232;93;42;113;74
141404;0;0.2589;89;42;109;74
141405;0;0.5063;84;41;108;79
141406;0;0.8481;81;42;101;74
141407;0;0.8567;74;41;98;79
141408;0;1.0381;69;41;93;79
141409;0;0.4064;64;41;88;79
141410;0;0.6705;59;41;84;79
141411;0;0.9211;55;41;79;79
141412;0;0.5417;53;46;73;78
141413;0;0.5430;49;46;69;78
141414;0;0.7871;40;46;64;84
141415;0;0.9054;36;46;59;84
141416;1;1.0869;36;41;55;89
141418;1;0.5673;17;42;33;82
141419;0;0.9389;8;44;37;90
141420;0;1.4885;3;49;31;95
141421;0;0.0292;-9;49;26;95
141422;1;0.1447;-7;58;13;98
142471;0;0.2743;97;46;117;78
142472;0;0.3560;93;46;113;78
142473;0;0.1307;89;46;109;78
142474;0;0.1050;85;46;105;78
142475;0;0.3139;81;46;101;78
142476;0;0.1968;77;46;97;78
142477;0;0.4377;73;46;93;78
142478;0;0.2715;69;46;89;78
142479;0;0.2342;60;44;89;90
142480;0;0.0680;55;46;79;84
142481;0;0.1989;55;46;79;84
142482;0;0.0576;49;50;69;82
142483;0;0.7717;45;50;65;82
142484;0;0.5362;41;50;61;82
142485;0;0.7600;36;50;59;89
142486;1;0.4554;37;50;53;90
142489;0;0.7772;8;49;37;95
142490;0;0.9393;3;49;31;95
142491;0;0.8452;2;55;26;94
142492;1;0.7501;-7;54;13;94
142497;0;0.0572;93;41;117;79
142498;0;0.5997;93;42;113;74
142499;0;0.7702;88;41;112;79
142500;0;0.3030;85;42;105;74
142501;0;0.4091;81;42;101;74
142502;0;0.6270;77;46;97;78
142503;0;0.4341;74;41;98;79
142504;0;0.8179;69;41;93;79
142505;0;0.8999;69;46;89;78
142506;0;0.5577;60;44;89;90
142507;0;0.2786;59;41;84;79
142508;0;0.6886;57;46;77;78
142509;0;1.0372;50;46;74;84
142510;0;1.0876;45;46;69;84
142511;0;1.5732;40;46;64;84
142512;0;1.8402;36;46;59;84
142513;1;0.6869;37;46;53;86
142516;0;0.5855;8;44;37;90
142517;0;1.3745;3;49;31;95
142518;0;1.6330;2;50;26;89
142519;1;0.7918;1;50;17;90
142598;0;0.2971;93;46;113;78
142599;0;0.2838;89;42;109;74
142600;0;0.2472;84;41;108;79
142601;0;0.3228;79;41;103;79
142602;0;0.3045;79;41;103;79
142603;0;0.5276;74;41;98;79
142604;0;0.9683;73;46;93;78
142605;0;0.7153;69;41;93;79
142606;0;0.3795;64;41;88;79
142607;0;0.8144;65;46;85;78
142608;0;0.9893;61;46;81;78
142609;0;0.3385;57;46;77;78
142610;0;0.7135;50;46;74;84
142611;0;0.3792;50;46;74;84
142612;0;0.7594;45;46;69;84
142613;0;0.6534;40;46;64;84
142614;0;0.5221;40;46;64;84
142615;0;0.3574;37;50;57;82
142616;1;0.2455;37;46;53;86
142620;0;0.4543;8;49;37;95
142621;0;0.7617;4;46;38;101
142622;0;0.7372;3;55;31;101
142623;0;1.5307;2;55;26;94
142624;0;0.6626;-8;55;21;94
142625;1;0.0365;-7;54;13;94
143135;0;0.1832;97;46;117;78
143136;0;0.0852;93;46;113;78
143139;0;0.2758;85;46;105;78
143140;0;0.5752;81;46;101;78
143141;0;0.1817;81;46;101;78
143142;0;0.3265;77;46;97;78
143143;0;0.4109;73;46;93;78
143144;0;0.1615;69;46;93;84
143145;0;0.4719;64;46;88;84
143146;0;0.2193;65;46;85;78
143147;0;0.1397;59;46;84;84
143148;0;0.5219;57;50;77;82
143149;0;0.5181;53;50;73;82
143150;0;0.7110;49;50;69;82
143151;0;0.6781;45;50;65;82
143152;0;0.6120;41;50;61;82
143153;0;0.6178;36;50;59;89
143154;0;0.6073;31;50;55;89
143155;1;0.2815;33;50;49;90
143158;0;0.6476;12;50;36;89
143159;0;1.1025;7;55;31;94
143160;0;1.2941;2;55;26;94
143161;1;0.7298;1;54;17;94
143162;1;0.5006;-7;58;13;98
151726;0;0.4647;93;41;117;79
151727;0;0.8324;88;41;112;79
151728;0;0.8862;85;46;105;78
151729;0;0.2412;79;41;103;79
151730;0;0.6576;73;46;93;78
151731;0;0.4050;64;41;88;79
151732;0;0.4664;59;46;84;84
151733;0;0.8039;55;46;79;84
151734;0;1.1899;50;46;74;84
151735;0;1.5543;40;46;64;84
151736;0;1.3914;36;46;59;84
151737;1;0.9771;33;46;49;86
151739;0;1.4803;4;46;38;101
151740;0;1.2446;3;49;31;95
151741;1;0.9427;1;50;17;90
152745;1;0.0497;151;36;170;84
152763;0;0.0185;98;41;122;79
152764;0;0.5347;97;42;117;74
152765;0;0.8225;93;42;113;74
152766;0;1.1689;88;41;112;79
152767;0;0.7617;88;41;112;79
152768;0;0.7639;84;41;108;79
152769;0;1.0112;84;41;108;79
152770;0;1.1304;79;41;103;79
152771;0;0.7233;79;41;103;79
152772;0;1.0477;74;41;98;79
152773;0;1.0259;69;41;93;79
152774;0;1.1122;69;41;93;79
152775;0;0.9210;64;41;88;79
152776;0;0.7214;64;41;88;79
152777;0;0.7560;59;41;84;79
152778;0;0.5494;55;44;83;90
152779;0;1.0067;55;46;79;84
152780;0;1.3534;50;46;74;84
152781;0;0.9047;50;46;74;84
152782;0;1.2822;43;44;72;90
152783;0;1.2887;40;46;64;84
152784;0;1.4581;37;44;66;90
152785;0;1.0963;36;46;59;84
152786;0;0.6533;31;44;60;90
152787;1;0.7306;33;46;49;86
152790;0;0.5136;8;44;37;90
152791;0;0.8466;4;46;38;101
152792;0;1.2477;3;49;31;95
152793;0;1.0565;3;49;31;95
152794;1;0.8454;2;46;21;94
152795;1;0.5548;-8;46;16;94
153992;1;0.0389;151;31;170;79
153996;0;0.0167;93;46;113;78
153997;0;0.0707;89;42;109;74
153998;0;0.0503;84;41;108;79
153999;0;0.2807;81;46;101;78
154001;0;0.5251;73;46;93;78
154002;0;0.3135;69;46;93;84
154003;0;0.5899;64;46;88;84
154005;0;0.0105;57;46;77;78
154006;0;0.1883;55;46;79;84
154007;0;0.9867;50;46;74;84
154008;0;0.8260;43;44;72;90
154009;0;1.2070;40;46;64;84
154010;0;0.5989;36;46;59;84
154011;0;0.5360;37;50;57;82
154012;1;0.9681;33;50;49;90
154013;0;0.8253;74;46;98;84
154014;0;1.0439;73;46;93;78
154014;0;0.4604;12;50;36;89
154015;0;1.2564;3;49;31;95
154016;0;1.2057;65;46;85;78
154017;1;0.9287;2;50;21;98
154018;0;0.7133;57;46;77;78
154019;0;1.0711;50;46;74;84
154020;0;0.6990;45;46;69;84
154021;0;0.9182;40;46;64;84
154022;0;1.3152;36;46;59;84
154023;1;0.4122;37;46;53;86
154025;1;0.3058;16;41;36;89
154026;1;1.0939;12;46;31;94
154027;0;1.5675;3;49;31;95
154028;0;0.3997;-9;49;26;95
154029;1;0.1574;-8;50;16;98
212232;1;0.0440;151;31;170;79
212233;1;0.0650;151;31;170;79
212234;1;0.0375;149;38;165;78
212262;1;0.3303;101;42;117;82
212263;1;0.6303;101;42;117;82
212264;1;0.1679;97;42;113;82
212265;1;0.0676;97;42;113;82
212266;1;0.0423;93;42;109;82
212267;1;0.1099;93;42;109;82
212269;1;0.2859;89;42;105;82
212270;1;0.7514;89;42;105;82
212271;1;0.5161;85;42;101;82
212272;1;0.6487;85;42;101;82
212273;0;0.0856;81;46;101;78
212274;1;0.2559;81;42;97;82
212275;1;0.2290;77;42;93;82
212276;1;0.0636;77;42;93;82
212277;0;0.3213;69;46;93;84
212278;0;0.5384;69;46;89;78
212279;0;0.1622;69;46;89;78
212280;1;0.4113;69;42;85;82
212281;1;0.7045;69;42;85;82
212282;1;0.8227;65;46;81;86
212283;1;0.4604;65;46;81;86
212284;1;0.3304;61;46;77;86
212285;1;0.4786;61;46;77;86
212286;0;0.1813;50;46;74;84
212287;0;0.2661;50;46;74;84
212288;1;0.0305;53;46;69;86
212289;1;0.5207;53;46;69;86
212290;1;0.5311;50;41;69;89
212291;1;0.4132;49;50;65;90
212292;1;0.0892;45;46;64;94
212293;1;0.1278;45;54;61;94
212294;0;0.0368;36;50;59;89
212295;1;0.1774;36;46;55;94
212296;1;0.4986;36;46;55;94
212297;1;0.3812;37;54;53;94
212298;1;0.3838;33;50;49;90
212302;0;0.1069;5;47;46;113
212304;1;0.0865;13;54;29;94
212306;1;0.3544;3;49;26;107
212307;1;0.4139;1;54;17;94
212308;1;0.4521;-8;55;16;103
