frame_000418.png;frame_000430.png;387
frame_000457.png;frame_000480.png;964
frame_003367.png;frame_003372.png;188
frame_003395.png;frame_003401.png;144
frame_003434.png;frame_003438.png;90
frame_003451.png;frame_003486.png;1014
frame_003498.png;frame_003511.png;811
frame_003542.png;frame_003546.png;124
frame_003588.png;frame_003593.png;142
frame_003613.png;frame_003647.png;1141
frame_004073.png;frame_004096.png;914
frame_004139.png;frame_004154.png;576
frame_004281.png;frame_004296.png;604
frame_004605.png;frame_004634.png;9330
frame_004688.png;frame_004719.png;11814
frame_005515.png;frame_005532.png;547
frame_006947.png;frame_006977.png;1396
frame_007107.png;frame_007111.png;72
frame_008294.png;frame_008298.png;108
frame_008340.png;frame_008343.png;86
frame_008695.png;frame_008734.png;1406
frame_010131.png;frame_010139.png;288
