115385;b;0.630379;0;52;17
115386;b;0.566583;0;60;17
115387;b;0.514281;0;65;20
115388;b;0.558648;0;73;19
115388;b;0.298821;0;7;13
115389;b;0.584319;0;12;12
115390;b;0.711468;0;15;12
115391;b;0.636045;0;20;15
115392;b;0.456041;0;28;15
115393;b;0.703937;0;31;15
115394;b;0.407303;0;36;15
115395;b;0.180879;0;44;15
115397;b;0.947525;0;57;17
115398;b;0.527493;0;65;17
115399;b;0.8154;0;71;20
115400;b;0.049771;0;74;21
115442;b;0.304308;0;11;13
115443;b;0.591805;0;17;15
115444;b;0.696488;0;23;15
115447;b;0.411812;0;7;13
115447;b;0.140869;0;39;15
115448;b;0.199881;0;11;13
115448;b;0.0432289;0;47;17
115449;b;0.343021;0;20;15
115450;b;0.695014;0;60;20
115450;b;0.469161;0;25;15
115451;b;0.869716;0;68;20
115451;b;0.540135;0;31;15
115452;b;0.366016;0;72;23
115452;b;0.2343;0;33;15
115453;b;0.236315;0;41;17
115454;b;0.580298;0;49;17
115455;b;0.539694;0;57;17
115456;b;0.834342;0;63;20
115457;b;0.689013;0;71;20
117770;b;0.626107;0;15;13
117771;b;0.889708;0;20;15
117772;b;0.556725;0;25;15
117773;b;0.639116;0;33;15
117774;b;0.789401;0;39;17
117775;b;0.682915;0;47;17
117776;b;0.822166;0;55;17
117777;b;0.737568;0;63;20
117778;b;0.529498;0;71;23
117779;b;0.265718;0;75;23
121608;b;0.9812;0;13;13
121609;b;0.455142;0;17;13
121613;b;0.660039;0;39;17
121614;b;0.712347;0;47;17
121615;b;0.2264;0;53;17
121616;b;0.521537;0;60;20
121617;b;0.445522;0;65;20
121618;b;0.472032;0;72;23
121635;b;0.360638;0;9;13
121636;b;0.535923;0;13;13
121637;b;0.731574;0;19;15
121638;b;0.660161;0;28;15
121639;b;0.492252;0;33;15
121640;b;0.749302;0;41;17
121641;b;0.971608;0;49;17
121642;b;0.474667;0;57;20
121643;b;0.685262;0;65;20
121644;b;0.48517;0;72;23
121653;b;0.150077;0;7;13
121654;b;0.186998;0;15;15
121655;b;0.570328;0;20;15
121656;b;0.789058;0;25;15
121657;b;0.861056;0;31;15
121658;b;0.493159;0;39;17
121659;b;0.649435;0;44;17
121660;b;0.722697;0;52;17
121661;b;0.598235;0;60;20
121662;b;0.49745;0;68;20
121663;b;0.386769;0;72;23
126984;b;0.204131;0;4;15
126985;b;0.39257;0;7;13
126986;b;0.326762;0;11;15
126987;b;0.297383;0;15;15
126988;b;0.722623;0;20;15
126989;b;0.6647;0;25;15
126990;b;0.373101;0;29;13
126991;b;0.62312;0;36;15
126992;b;0.49729;0;41;17
126993;b;0.627058;0;47;17
126994;b;0.678866;0;55;17
126995;b;0.696118;0;60;17
126996;b;0.471973;0;65;20
126997;b;0.290926;0;71;23
126998;b;0.199305;0;75;23
128177;b;0.271591;0;9;15
128178;b;0.27946;0;13;13
128179;b;0.554075;0;20;15
128180;b;0.682643;0;25;15
128181;b;0.741417;0;31;15
128183;b;0.24693;0;44;17
128184;b;0.12851;0;52;17
128185;b;0.0325451;0;60;20
128186;b;0.424133;0;68;20
128187;b;0.123402;0;73;21
128218;b;0.551731;0;7;13
128219;b;0.610315;0;13;13
128220;b;0.77687;0;19;13
128221;b;0.772318;0;25;15
128222;b;0.692855;0;33;15
128223;b;0.640685;0;39;15
128224;b;0.800996;0;47;17
128225;b;0.506274;0;55;17
128226;b;0.888225;0;65;20
128227;b;0.236476;0;72;23
134685;p;0;0.119553;6;13
134691;p;0;0.0034156;11;13
134692;p;0;0.0179371;11;13
134693;p;0;0.292043;12;13
134694;p;0;0.0998817;14;15
134716;p;0;0.376679;40;17
134718;b;0.161169;0;41;15
134719;b;0.0676813;0;44;17
134723;p;0;0.108264;46;17
134724;p;0;0.443852;46;17
134725;p;0;0.455764;48;17
134726;p;0;0.120622;48;17
134733;p;0;0.676999;56;17
134733;p;0;0.38279;66;19
134734;p;0;0.727483;58;17
134734;p;0;0.361747;68;19
134735;p;0;1.0712;58;17
134735;p;0;0.438907;68;19
134736;p;0;0.112481;76;21
134743;p;0;0.400677;70;19
134744;p;0;0.411231;72;19
134748;p;0;0.119556;75;21
134749;p;0;0.473535;76;21
134750;p;0;0.21679;76;23
134751;p;0;0.0273878;76;25
135219;b;0.116123;0;7;13
135221;b;0.527893;0;13;13
135223;b;0.68752;0;20;15
135224;b;0.64643;0;23;15
135225;b;0.970758;0;28;15
135226;b;0.743411;0;33;15
135228;b;0.369855;0;41;17
135231;b;0.667863;0;60;17
135232;b;0.319782;0;65;20
135305;b;0.46935;0;7;13
135307;b;0.605325;0;15;12
135308;b;0.337435;0;17;12
135309;b;0.548786;0;23;15
135310;b;0.389424;0;28;15
135311;b;0.62823;0;31;15
135313;b;0.210571;0;41;15
135316;b;0.524948;0;60;17
135317;b;0.42311;0;66;20
135318;b;0.730654;0;71;20
135898;b;0.035065;0;65;27
135899;b;0.0937956;0;63;27
135903;b;0.387122;0;73;27
135904;b;0.232819;0;73;20
135904;b;0.00022807;0;49;21
135905;b;0.175426;0;71;20
135906;b;0.282686;0;71;20
135907;b;0.411434;0;69;20
135908;b;0.682786;0;66;20
135909;b;0.434075;0;65;17
135912;b;0.613345;0;59;20
135913;b;0.108996;0;57;17
135914;b;0.416553;0;55;16
135916;b;0.264549;0;52;16
135918;p;0;0.340265;44;17
135919;p;0;0.0326182;42;17
135920;p;0;0.363948;40;17
135923;p;0;0.217112;34;17
135925;p;0;0.169512;30;17
135927;b;0.215532;0;31;15
135929;p;0;0.0585073;24;15
135930;p;0;0.227865;22;17
135931;b;0.130414;0;25;15
153236;b;0.142656;0;7;13
153238;b;0.81217;0;15;13
153239;b;0.658319;0;20;15
153242;b;0.253839;0;39;15
153243;b;0.596434;0;47;17
153244;b;0.642186;0;55;17
153245;b;0.460435;0;60;20
153246;b;0.493573;0;68;20
153247;b;0.0672374;0;74;23
